wavenumber,PMMA10ppm-1,PMMA10ppm-1_1_augmented,PMMA10ppm-1_2_augmented,PMMA10ppm-1_3_augmented,PMMA10ppm-1_4_augmented,PMMA10ppm-1_5_augmented,PMMA10ppm-1_6_augmented,PMMA10ppm-1_7_augmented,PMMA10ppm-1_8_augmented,PMMA10ppm-1_9_augmented,PMMA10ppm-1_10_augmented,PMMA10ppm-2,PMMA10ppm-2_1_augmented,PMMA10ppm-2_2_augmented,PMMA10ppm-2_3_augmented,PMMA10ppm-2_4_augmented,PMMA10ppm-2_5_augmented,PMMA10ppm-2_6_augmented,PMMA10ppm-2_7_augmented,PMMA10ppm-2_8_augmented,PMMA10ppm-2_9_augmented,PMMA10ppm-2_10_augmented,PMMA10ppm-3,PMMA10ppm-3_1_augmented,PMMA10ppm-3_2_augmented,PMMA10ppm-3_3_augmented,PMMA10ppm-3_4_augmented,PMMA10ppm-3_5_augmented,PMMA10ppm-3_6_augmented,PMMA10ppm-3_7_augmented,PMMA10ppm-3_8_augmented,PMMA10ppm-3_9_augmented,PMMA10ppm-3_10_augmented,PMMA50ppm-1,PMMA50ppm-1_1_augmented,PMMA50ppm-1_2_augmented,PMMA50ppm-1_3_augmented,PMMA50ppm-1_4_augmented,PMMA50ppm-1_5_augmented,PMMA50ppm-1_6_augmented,PMMA50ppm-1_7_augmented,PMMA50ppm-1_8_augmented,PMMA50ppm-1_9_augmented,PMMA50ppm-1_10_augmented,PMMA50ppm-2,PMMA50ppm-2_1_augmented,PMMA50ppm-2_2_augmented,PMMA50ppm-2_3_augmented,PMMA50ppm-2_4_augmented,PMMA50ppm-2_5_augmented,PMMA50ppm-2_6_augmented,PMMA50ppm-2_7_augmented,PMMA50ppm-2_8_augmented,PMMA50ppm-2_9_augmented,PMMA50ppm-2_10_augmented,PMMA50ppm-3,PMMA50ppm-3_1_augmented,PMMA50ppm-3_2_augmented,PMMA50ppm-3_3_augmented,PMMA50ppm-3_4_augmented,PMMA50ppm-3_5_augmented,PMMA50ppm-3_6_augmented,PMMA50ppm-3_7_augmented,PMMA50ppm-3_8_augmented,PMMA50ppm-3_9_augmented,PMMA50ppm-3_10_augmented,PMMA100ppm-1,PMMA100ppm-1_1_augmented,PMMA100ppm-1_2_augmented,PMMA100ppm-1_3_augmented,PMMA100ppm-1_4_augmented,PMMA100ppm-1_5_augmented,PMMA100ppm-1_6_augmented,PMMA100ppm-1_7_augmented,PMMA100ppm-1_8_augmented,PMMA100ppm-1_9_augmented,PMMA100ppm-1_10_augmented,PMMA100ppm-2,PMMA100ppm-2_1_augmented,PMMA100ppm-2_2_augmented,PMMA100ppm-2_3_augmented,PMMA100ppm-2_4_augmented,PMMA100ppm-2_5_augmented,PMMA100ppm-2_6_augmented,PMMA100ppm-2_7_augmented,PMMA100ppm-2_8_augmented,PMMA100ppm-2_9_augmented,PMMA100ppm-2_10_augmented,PMMA100ppm-3,PMMA100ppm-3_1_augmented,PMMA100ppm-3_2_augmented,PMMA100ppm-3_3_augmented,PMMA100ppm-3_4_augmented,PMMA100ppm-3_5_augmented,PMMA100ppm-3_6_augmented,PMMA100ppm-3_7_augmented,PMMA100ppm-3_8_augmented,PMMA100ppm-3_9_augmented,PMMA100ppm-3_10_augmented,PMMA200ppm-1,PMMA200ppm-1_1_augmented,PMMA200ppm-1_2_augmented,PMMA200ppm-1_3_augmented,PMMA200ppm-1_4_augmented,PMMA200ppm-1_5_augmented,PMMA200ppm-1_6_augmented,PMMA200ppm-1_7_augmented,PMMA200ppm-1_8_augmented,PMMA200ppm-1_9_augmented,PMMA200ppm-1_10_augmented,PMMA200ppm-2,PMMA200ppm-2_1_augmented,PMMA200ppm-2_2_augmented,PMMA200ppm-2_3_augmented,PMMA200ppm-2_4_augmented,PMMA200ppm-2_5_augmented,PMMA200ppm-2_6_augmented,PMMA200ppm-2_7_augmented,PMMA200ppm-2_8_augmented,PMMA200ppm-2_9_augmented,PMMA200ppm-2_10_augmented,PMMA200ppm-3,PMMA200ppm-3_1_augmented,PMMA200ppm-3_2_augmented,PMMA200ppm-3_3_augmented,PMMA200ppm-3_4_augmented,PMMA200ppm-3_5_augmented,PMMA200ppm-3_6_augmented,PMMA200ppm-3_7_augmented,PMMA200ppm-3_8_augmented,PMMA200ppm-3_9_augmented,PMMA200ppm-3_10_augmented
498.72,0.0,5.166111815436093,8.518049690899796,2.7535382048006927,0.882283724960077,1.089255045351966,1.1684460534346668,2.2614182940911647,2.3251041865749627,3.5618862106211715,11.483301198487467,0.97,9.928672666467309,8.054115794666016,1.0793569348945182,2.555793890071673,11.889486829841244,1.6743307861627545,6.173977769860009,8.440079712234848,7.20708641853783,12.613138873181127,0.0,1.17320084693981,10.084697448744015,4.641241889746287,9.307438005413616,2.699129511355915,6.446229357976081,1.4251035730063994,6.458314821862133,1.0838293533551373,10.0591805732913,0.0,8.207658429820285,11.569362916012746,0.12357866482742529,3.2239274179494593,1.4606573795821836,14.52611097234007,13.754764408732528,14.6381222207945,10.114442246177145,5.807417302371561,0.0,12.935130115219161,14.086560748849736,13.167366219523338,9.798988984813043,14.438452131565029,1.3457120672741556,10.16283770511347,11.505961192011496,11.460365718418652,1.710646795565203,0.0,6.864615984001118,9.443678345060338,1.0126101210888794,7.392033198088887,0.015961805697165217,12.053312199676725,14.387495175329347,8.113933997133143,4.434470127665281,1.6469737944767062,0.0,52.75557077599216,46.224817261581016,38.68429602890046,18.308804523803154,4.3033847474032525,3.369850253474698,8.42238958139772,12.155774258445122,14.083073613097367,12.296157522397564,0.0,43.23847619870141,16.775034754761474,19.22765135843895,52.52476883730099,15.406009543321598,51.69213329965325,26.848834092715133,24.82271816744005,52.285337763532475,59.24458292845308,0.0,34.99490598264191,7.976029127419138,32.98094905831209,19.127052679895524,13.420604649139541,48.407538999174506,41.76364993106907,36.31811140992596,13.363948019931305,53.49890538724543,0.0,67.35643334247236,6.723642415716862,48.7925173525156,8.070153204216115,17.63772886796009,68.01843856994365,8.845687211022907,5.872807314240196,57.1959603002924,0.7195617363309416,0.0,68.11861572449405,71.2058737492743,7.825530261055109,14.521292835601907,21.325950917328534,19.24983931275088,27.29279386994356,35.65757259887065,9.477342532111935,55.178488661233445,0.0,29.45446067534384,8.150806693762567,14.049469467687146,37.29467218479213,59.55441193233224,9.27040227469043,42.68596143746911,31.06261499915775,38.24292445731268,12.237726959499895
500.83,3.48,4.830828071132213,10.699930166642995,11.98653520499611,13.979987342154296,5.234646475833962,15.047763804867106,11.863607332418875,6.785915821327203,3.697610581140851,5.517790957010927,1.69,3.0071355641975153,5.401755757971928,10.376105393629192,13.507449756521128,3.7748902662314463,9.68005945190533,3.3832914347973357,2.4781677313100796,5.738549527052145,2.8653445859240425,0.0,7.231711809352774,2.4862463084910167,0.7280904525055747,3.2202061687854524,8.44634288046119,2.029163848620403,3.0591587429550797,3.869899064431271,12.021400315258752,5.934534969350942,0.0,13.641737194311315,17.795116334521488,8.297701757717968,13.451121133149984,5.724512008415785,4.645755544062822,1.4321527952568462,1.5431199585134119,15.409741695777482,6.507805582852958,0.0,2.8912084129157867,1.7711682557008634,4.69052252676549,9.76583197607483,4.936372723098507,3.230648500474453,8.897565728353914,0.21856722244543247,7.509601739066037,7.708900919424356,1.88,5.242160326415396,3.124294868499411,12.981258333582236,14.234631523800317,2.3518252717143664,7.67968627363284,5.566159564299951,11.250819299909214,15.747320591359887,15.731933972802072,0.0,58.266689061226714,11.020861286089845,22.97688938380619,27.65991038792548,24.17577847413668,0.9640274477779319,22.153510002479962,24.08181755162045,44.756764828212226,26.56942616426195,0.0,61.51069274267647,27.699421356919288,0.08777799364283595,56.170187292792434,0.6498408503211903,11.096139949443074,45.86056258954207,4.59572299424397,46.79421245853547,29.617898010040335,0.0,9.336512253566013,29.042139322243205,43.09733454336377,34.74145461511599,35.825686262706995,31.5250480663249,30.259142687343857,47.33654936103898,1.8097819723462858,35.35330824371396,0.0,29.492160241289522,43.30242098503528,14.721446468316786,50.67393290408558,14.330403472458414,68.28979552594195,58.9859754600647,3.6391594199642956,4.4274743694948535,47.974569652301966,0.0,53.76622565068904,15.066389844758469,23.75869288770062,54.70832963351676,20.557757804777047,58.33529404274381,51.4432391782907,17.73657368558255,16.05414524919083,71.59195637727731,0.0,56.95057499725145,58.5623194682038,19.344878214817363,21.362526861796667,67.82206320749967,64.80470898040875,21.996881579132673,51.36248959650456,48.8604955841647,43.68623227002442
502.93,3.48,4.830828071132213,10.699930166642995,11.98653520499611,13.979987342154296,5.234646475833962,15.047763804867106,11.863607332418875,6.785915821327203,3.697610581140851,5.517790957010927,1.69,3.0071355641975153,5.401755757971928,10.376105393629192,13.507449756521128,3.7748902662314463,9.68005945190533,3.3832914347973357,2.4781677313100796,5.738549527052145,2.8653445859240425,0.0,4.239312281252121,4.327009847499677,11.89071067155558,3.7030434329106705,4.021120515498238,3.8728156406136685,9.138899998470121,5.00255613943682,5.084103447706758,10.713943421795358,0.0,5.815111198493753,3.9203960084299383,6.955065305254355,1.2438924683500974,2.337198278092565,5.570790218825645,13.415263905557744,6.0509952927870145,15.19693853849709,12.656394013493388,0.0,8.067183879376357,11.877678008698782,3.4923241896944246,13.914028329923061,0.015807703117657834,4.832414243360984,5.482756879096161,9.306263385800799,3.6341629247712848,14.591292123671918,1.88,5.242160326415396,3.124294868499411,12.981258333582236,14.234631523800317,2.3518252717143664,7.67968627363284,5.566159564299951,11.250819299909214,15.747320591359887,15.731933972802072,0.0,41.81749846131662,7.54536179889694,57.576573247038574,55.07012221839895,12.842714789732105,37.315747072462656,52.11416612419603,39.026835083060455,28.48249998128128,33.420433736178936,0.0,8.549814506222557,48.51501468751982,12.808036273301083,33.15966699592834,1.8971311952961145,62.407961848994724,21.578200885874434,5.251511236385923,17.62685572589953,24.526515520914664,0.0,56.83353381731506,13.598224103265448,39.532676413240196,0.22129731108074738,2.231548339714718,8.094571094459809,55.92370421741943,32.08283726435169,34.43373823613689,2.248719758576128,0.0,10.20844421473003,69.03218267118403,8.254326313210857,52.97960012353911,67.20162424790797,1.2861159646924003,44.372397181126395,67.29631146137781,1.1698338858674031,37.092771077693804,0.0,64.49966102189536,57.26914157250207,66.09108219165229,22.511651339841592,14.94224145216577,65.12383216553539,62.47239248127919,48.22759530804504,34.07925603539179,4.278802829283279,0.0,32.106596954213316,21.895450621678258,50.92330024964634,21.513640984539432,55.56164849612305,16.0441128688317,36.78379674936232,69.21451302969298,19.062528445925988,47.503446913257605
505.04,3.48,4.830828071132213,10.699930166642995,11.98653520499611,13.979987342154296,5.234646475833962,15.047763804867106,11.863607332418875,6.785915821327203,3.697610581140851,5.517790957010927,1.69,3.0071355641975153,5.401755757971928,10.376105393629192,13.507449756521128,3.7748902662314463,9.68005945190533,3.3832914347973357,2.4781677313100796,5.738549527052145,2.8653445859240425,0.0,8.403592691477357,5.512773714617869,11.317959304486624,3.158418790707547,2.5393477152367443,2.4416289795469917,11.661066974841559,3.7056526318727037,1.0575564241376751,6.548542660510828,0.0,8.670237227352532,14.253673630164466,0.04468519580921517,6.322340323503958,8.444317779909369,9.155776297618498,14.12662762603567,0.6249756110794386,12.746759529976611,5.011661172212948,0.0,0.606123120457391,2.5909253153552805,1.7603485311764497,3.5006335494211855,8.451246621713944,5.0338558601252625,6.339848644916499,15.834441226973665,2.6461745615548162,0.959626014737239,1.88,5.242160326415396,3.124294868499411,12.981258333582236,14.234631523800317,2.3518252717143664,7.67968627363284,5.566159564299951,11.250819299909214,15.747320591359887,15.731933972802072,0.0,21.10611876236424,46.646224881609875,46.88043629400332,49.62235212486084,39.09022053437446,19.683860603600735,38.86359997002995,25.44014835074012,43.73051896477797,3.7987106277427856,0.0,17.333339812015318,21.480063414130527,8.071078240255895,40.6130804145303,35.39321200451846,25.75973497228305,17.360812636325143,1.5245014399585588,47.94457036405833,39.467808625420744,0.0,59.82401687856842,33.95402916399739,9.263328950660378,55.20446538431776,35.720820806795686,27.26985041992513,10.347736526286829,26.326105864879274,10.811444140989936,31.52453198086529,0.0,55.01798284593852,41.17328979475494,2.944973433152905,33.35880375244435,54.915338920262286,45.76469366235854,22.762592906180885,52.15567828337938,10.34597341337188,67.98157057005065,0.0,48.777311908795454,74.34414985094188,3.2803439200338564,69.68324970419953,34.29633127211207,63.38081903622585,50.72552757690471,67.4081636443874,1.5195665602174457,65.1666837652606,0.0,16.223110721429798,37.28177367701401,36.40375932298737,38.832400979513835,54.511207640334604,64.10400256774177,37.36490145783605,60.910706559750736,38.75213639716103,36.33600326637441
507.15,0.0,6.179666758377694,6.861628649417805,11.401478335646823,6.580559942254373,0.6840147475250009,0.4701284769122684,12.039736513257758,5.9984773190100364,7.424500919343662,7.021685113280334,0.0,2.485010573004973,4.820599000772202,11.310773617830575,9.770405295402831,9.75662018439611,1.2386646095881442,1.371176778060723,10.496853938370577,10.388966652018034,4.96875124531644,0.0,9.222361069569454,6.550662741933837,10.396180419703736,4.2580523923078415,2.6248637308875447,3.551187678544346,6.5611846338307815,4.408219789613958,2.3707314408538855,12.196060172246796,0.0,12.822414327486404,10.946117380756544,17.666188635035518,6.615296718294991,13.412335566544673,4.288731490282809,8.390957545220985,16.32096985365483,8.749354961756165,2.475589793988909,0.0,16.291129977831435,8.364689338100892,5.215899689235941,9.256055560925734,1.296474643563328,16.776157685149833,1.4973556016614755,5.797327745668437,6.143069444381779,7.282727420365946,0.0,7.029894244695627,12.018018089561826,17.329544328054485,11.568717362836582,11.85619838069039,19.174900100117082,16.039455868493864,16.880117861611897,5.491917297977005,0.2638074511017941,0.0,59.428633611659365,21.89044663139911,34.939056928497145,31.361880035308555,35.983804825291536,23.21406348053121,19.435940642913287,51.94210302391346,52.89195846097329,13.246690612078606,0.0,61.42621475956813,59.07188959885124,39.52722761073549,31.09844330937006,52.89146955408973,3.969499961256122,23.36658411106254,21.25780857147224,11.88990952640376,15.399881160359934,0.0,59.43008989977209,24.138043346085077,32.553637093970295,33.96897545405361,8.556404799210181,9.967553655302,18.7349590981632,2.0690751060484693,23.67086095080426,11.347798032270779,0.0,14.116515327694561,39.97041679196656,55.24636467780465,66.42268961325651,48.441201229595784,40.20353166302942,5.108754037527609,0.579155663651775,25.301224522529573,50.52973038511667,0.0,34.671206815896554,50.06842647421049,5.101816897803622,59.6132808679634,21.007277200654325,9.454925515653837,8.572826475295786,65.15924365492901,58.9349884223787,28.187684797608444,0.0,10.520997233027948,19.15185793367234,55.37878420592307,69.24146461335584,70.07694494139717,17.154651296069034,3.9750304185769267,66.91910139045861,31.484149179040244,7.466686880311372
509.25,0.0,11.688964004574336,7.564704013175661,7.389908521994708,11.614428865180892,1.0402036277860387,6.036616655830304,0.676335362645226,4.958939626069532,7.501220983735519,8.267441152291498,0.0,0.26076203578936075,3.0520359404680466,2.3686538488487634,9.184493702137171,3.124296559346508,7.9175024475582445,4.355778802787353,9.486786038338773,10.592062846924035,4.954326016189652,0.0,3.381285876831797,6.453466435739657,0.8578637795859068,2.9964299253631204,9.248167548439596,9.341765369827039,5.070313830586438,3.468692909233458,8.187574344285938,9.190389427009013,0.0,17.038844801803133,8.352543583365245,0.7680307735971389,2.1199905322402923,1.5100720221047654,11.703088433300845,14.111392864126053,2.31830607101862,11.03307257362584,4.629853461838898,0.0,14.936697767400057,16.026941544745863,12.706026623716037,5.211842020592664,11.717877067175783,15.747446499444175,14.335290814861974,5.186402463851537,1.7678557714602503,1.2010740113964098,0.0,1.8135152817515632,16.6591316508156,6.809661329128931,2.3468845956250877,8.112327943134382,1.2593739896106477,7.3013699139350345,6.075535068616122,17.678267403164135,18.351873018806018,0.0,33.36960487205335,58.879405609576445,55.381716245098524,26.339915553967675,22.574414778176983,8.619414222309413,32.152566154224445,32.1099639694298,52.87161486811825,48.93362022621299,0.0,45.557615897095346,9.837804665434536,54.95005563347923,53.081662706320536,58.8025590013957,26.53993865231746,13.81108327889901,30.48769166657918,4.099088844879341,52.36266437663815,0.0,15.513850711765217,8.23878475486758,56.63771844030723,2.4464387328049346,21.23263750320614,5.057445921010849,64.22051278086505,38.98159158422881,63.93842246798324,25.426108295483537,0.0,7.217917296118834,31.926709975511724,16.585987994962775,27.873370950732518,67.04835061380238,26.293594285163138,26.37009266170959,52.19674455232086,0.4096758106707739,67.78707113959562,0.0,38.938321740495944,54.77636784904314,54.26101992268119,22.172109896172714,10.723675759109797,25.633235456642794,4.740262447679917,54.03144705108243,68.97315031580445,72.63720522252123,0.0,10.50674346098249,32.906718133069674,18.841269200413294,52.676618405882955,50.31688723732328,54.01911140954856,1.3388795246558582,65.43130738769474,68.59066201922089,14.341860265385376
511.36,0.0,1.8189285206440935,0.5367019249777941,10.541364759696267,11.63749439607346,6.0418241344994135,4.482565965624074,3.5228220316561334,2.8594723307102425,10.785238590509643,1.8744141901157723,0.0,9.424041791628333,1.558388234570535,7.844082714342518,4.03303852631247,0.5921120316101132,7.561520628056711,10.216135488480019,2.6147745093011645,7.671491272547538,4.321733839786081,0.0,2.054286077303587,7.544902802107407,7.448111138297742,11.463534011339199,9.634674761241367,3.9304625294708297,0.07915041061644947,8.695056430721717,8.26666623134221,6.116534905767735,0.0,4.679766547607751,12.84898363647355,1.7039977073225825,1.2843974350901335,3.826939249327787,16.747077192217173,10.021382378666434,1.2165384811214006,12.060697315753252,16.27728317774255,0.0,11.065484420586081,14.23694208365233,10.457160451477614,13.200469485828776,4.377935642913026,2.2502754305758255,8.758474098212524,1.7894789299336005,3.0810209177744436,7.612630497036929,0.0,7.170698461090958,18.506768930589274,17.871719876770687,1.3053824472611617,18.98049636140353,3.0902747030692246,8.754965352253826,12.213663038925416,5.49199107443752,0.3971077078692566,0.0,8.006863671200325,59.41470793461518,47.9556743838766,4.234425637255789,13.749936043372829,58.36090127236584,5.429187948669321,57.61692839606057,50.262882264528805,61.84509810319858,0.0,33.848116003775466,7.233410222736938,6.195588403177165,30.94570909290336,30.538990640004723,33.23597650170133,40.77065935136334,62.16515581606916,24.08842477808991,40.4229612227995,0.0,58.51627542974591,27.169900602541688,61.170572407768496,29.813609134672845,9.338882538569226,43.4294382000208,14.746358160492708,63.27737238584125,4.794624764258464,59.21912955846703,0.0,13.619449452795315,39.13535749287917,19.32998276880078,49.4282655865136,37.00086808910611,13.408440593619433,48.66394745924137,16.239272012424326,66.64272253143957,67.28094653197485,0.0,9.107032471038647,25.2619732246857,29.249110184921474,74.29022434421913,59.49564295755367,73.15723157596538,63.41460633097989,55.602746164185476,73.59573134429309,44.28734289694078,0.0,9.310303943610517,20.596961208675243,61.58351244149998,26.193353530086107,59.55149031863996,22.870054133429846,4.041241743003943,50.95637358572486,33.16654723782965,36.57548873671718
513.46,0.0,7.75233602393431,3.0627027739306323,11.457192455510812,9.338843274350626,4.971717694224595,10.958014972843499,7.242100325614146,11.368802295013236,11.258294799562083,1.6657407092304501,0.0,12.456651181547878,8.959757638155727,7.051279875164457,8.226315461753606,7.613645779833848,3.0655717464772816,6.471916941224099,7.7577575700328625,10.243016079469152,8.620206761487927,0.0,6.30464788859264,5.258697547031288,6.323009123831403,11.127434450283346,1.8127027637449775,0.9547604861618946,11.667209360173558,9.001060564864467,11.166170961936215,2.871138599094672,0.0,10.663953988621058,10.629473982819356,1.568095824733577,11.205145636755423,11.060348368988633,15.959746365554778,5.804304078532693,14.816511377419477,8.185149176984869,12.511876037396487,0.0,14.167576247313361,8.03495067719148,14.468440445581743,8.233000603367305,15.98727861128832,3.752803517275771,16.86228557838515,0.9699428928542577,14.341600830325465,5.496780930853979,0.0,5.1185850855459725,1.3740541907864494,0.7228247931039339,4.774006319539418,17.368760399773628,3.9089170334618575,9.515891450855849,4.402137800275173,13.661634456711534,4.647990115043296,0.0,49.228870761108766,53.390897646584015,0.6373021020293574,54.35785057885707,39.56269053295822,30.25185856417431,45.26185968908115,57.44686066862675,37.551870348860135,35.12136428715212,0.0,38.471514685320955,34.844795767879226,43.066698506890944,3.7919342299250003,37.06162241621931,35.95317077642288,25.01525718993113,55.25076130431845,56.72916598282659,49.58371215828459,0.0,5.57964432404707,28.181550313849193,9.629143120404455,60.191135782974904,58.26781618784859,3.1710547492855987,35.80134795611135,1.3838440304762156,25.186222194331172,0.5985919202796834,0.0,64.3420285980414,9.424715851037682,0.9314920933247606,51.54841177700216,1.329296247806675,61.15568271857001,30.4907366196305,7.800300115892168,54.663334890962275,55.644728157345135,0.0,6.66478198572447,14.00803677872606,53.51536117669015,23.230660174437094,18.175725667602325,27.492127971388946,24.222666074386932,28.764407090157505,19.825452842932258,71.09800410654726,0.0,21.496133558470227,15.109655250859767,1.3866593098166198,38.54787209045063,68.13030853493548,21.849665969452655,27.689108808695497,70.03035786789842,66.58463449231559,65.95247953099262
515.56,0.0,6.003072271815382,2.319702880411369,1.219280423295525,0.7077624224242042,4.687644394683006,6.361893791751286,3.1610399156741944,10.866788316271442,5.998755323275968,8.252258788168875,0.0,11.500826351770236,0.8915943184532876,11.161118653478393,4.3682016955974055,11.531287752778395,0.6784501353753244,9.378841201348516,11.161811478117725,5.954623708579561,9.523289798394138,0.0,11.293827798326992,2.0570715413144325,6.245553693392554,2.99616582580856,0.6113313596477494,5.273284508931868,4.131844632205181,9.920090561949221,2.059648332242966,1.9639646062516036,0.0,13.612129027634783,2.908670567364347,10.731583171416718,17.289727512317,3.610703187729307,4.1528126626570065,9.34050642323017,15.474223825107735,1.7284195106745226,18.04112711982783,0.0,9.841921549167713,6.172461992663988,2.3621880282917664,7.206526396405881,4.074852529396333,3.757099806477059,2.3507159313250465,8.89375357734834,2.670620792675874,14.511059732962273,0.0,9.47385873518169,3.0455663758477907,4.846546452299382,15.635381087285515,6.706506217656103,18.14909558004711,12.875019432570554,5.61035876755313,13.015089086352173,13.854735675589495,0.0,43.576295368735806,26.360026899303392,43.11944786577866,17.87260298230592,45.51515776956479,14.444431838468216,24.5820210160887,24.026844837119224,13.157540530650673,41.834752440223795,0.0,18.19815664021745,9.038541834798387,7.479922790659781,39.50881192598087,48.501608738245885,44.783646240851226,14.24477594291085,57.79361507935932,17.118312392623846,25.286189255070784,0.0,2.975904533179144,30.47873895328056,55.954300097390316,28.484936316771645,7.261051462414634,59.700154316241445,14.074246732268582,62.08312462591522,40.67085318008565,39.160226851351204,0.0,2.017329749576165,61.51313854635664,6.3359480668411,5.801126935433075,47.7151623862737,42.680863175511604,2.318045416468484,62.75281296653197,5.847996617174816,37.10460358633125,0.0,45.550575290517614,30.34263370206558,26.660760472842224,64.31502466249793,56.51946730863997,22.151646531553816,11.952928945018293,44.746508398903025,37.8159008850383,44.20111709018026,0.0,42.74960031732535,33.91835582298157,9.425356041776157,24.86766347118527,57.25009988333815,33.990844768081836,22.83439379622487,36.11538766231376,17.070584715326696,58.22668517794723
517.66,0.0,12.03428745015332,1.9039411688274321,11.79949454524721,7.310192287716046,6.4481238192159545,7.908790171728085,6.8837703475111285,4.252715835704289,0.26973997096957464,9.753490660836801,0.0,4.466760211242424,6.233711174594952,11.590670011205477,9.89225054832101,7.520314587018414,11.725942499475916,5.389428529444826,1.4571206194636501,8.199747444158763,11.643176859936135,0.0,5.820760141107287,11.648900603562488,2.50913059482456,7.158199980293606,2.1395747791988584,0.9083665455325395,9.305724983039108,5.07877043946271,1.680216884274038,6.832716095053532,0.0,11.642844581155037,6.462780597404557,16.005277210971773,7.402404039826914,15.163542379642369,16.134621486690744,9.098239584561451,1.7184578241033297,0.5312989724758682,16.087736522901512,0.0,9.535490980640844,3.1971950705269587,8.931731359087395,16.902951516769,6.953844538596211,0.6800801745170248,10.279269290993739,9.819100823305936,4.103947094143329,6.0152148894007595,0.0,1.5826160073184696,8.913045981686306,0.6708133067224129,4.430168428440318,13.590946074641876,15.732007418348038,9.482176303663302,0.31478052579747545,8.640431136523915,17.967585599389903,0.0,38.028449230399374,12.522365216071107,47.048952463260925,14.416657424590799,50.86066281509014,2.6616154022001104,18.87776233612802,31.024770766340822,18.79329364158976,45.289079460801446,0.0,20.64045476295798,8.491515950929339,41.73269981486042,14.943690534935556,25.9540334294868,32.10290007650028,53.78029363161659,2.0172342676244006,25.923261463241392,38.4552235924696,0.0,31.33183064351901,25.219072012901076,2.972753020919372,6.3155790379182495,31.452658068812614,4.213879699940891,38.44919650544183,64.35304902719376,7.84152811006853,43.398162674838176,0.0,26.398915354933916,54.57677484855104,64.70868910769406,37.20047841892503,57.24804980812603,60.43109788230693,33.508248340119344,40.38522348442123,58.64067959112065,48.97613674084457,0.0,67.76604723462408,23.86838211183551,26.673464666526257,46.54771426628871,15.395711959103542,47.307509713436154,46.69956417117951,61.452554798921334,61.144232708725504,17.036498856239113,0.0,9.868941147004977,16.637826284955167,54.24903548061198,54.34941452545966,62.86784875034322,57.346310198442254,64.38914020717871,29.10267471983289,4.699444758611622,28.790653802135335
