wavenumber,PS 10ppm-1,PS 10ppm-1_1_augmented,PS 10ppm-1_2_augmented,PS 10ppm-1_3_augmented,PS 10ppm-1_4_augmented,PS 10ppm-1_5_augmented,PS 10ppm-1_6_augmented,PS 10ppm-1_7_augmented,PS 10ppm-1_8_augmented,PS 10ppm-1_9_augmented,PS 10ppm-1_10_augmented,PS 10ppm-2,PS 10ppm-2_1_augmented,PS 10ppm-2_2_augmented,PS 10ppm-2_3_augmented,PS 10ppm-2_4_augmented,PS 10ppm-2_5_augmented,PS 10ppm-2_6_augmented,PS 10ppm-2_7_augmented,PS 10ppm-2_8_augmented,PS 10ppm-2_9_augmented,PS 10ppm-2_10_augmented,PS 10ppm-3,PS 10ppm-3_1_augmented,PS 10ppm-3_2_augmented,PS 10ppm-3_3_augmented,PS 10ppm-3_4_augmented,PS 10ppm-3_5_augmented,PS 10ppm-3_6_augmented,PS 10ppm-3_7_augmented,PS 10ppm-3_8_augmented,PS 10ppm-3_9_augmented,PS 10ppm-3_10_augmented,PS 50ppm-1,PS 50ppm-1_1_augmented,PS 50ppm-1_2_augmented,PS 50ppm-1_3_augmented,PS 50ppm-1_4_augmented,PS 50ppm-1_5_augmented,PS 50ppm-1_6_augmented,PS 50ppm-1_7_augmented,PS 50ppm-1_8_augmented,PS 50ppm-1_9_augmented,PS 50ppm-1_10_augmented,PS 50ppm-2,PS 50ppm-2_1_augmented,PS 50ppm-2_2_augmented,PS 50ppm-2_3_augmented,PS 50ppm-2_4_augmented,PS 50ppm-2_5_augmented,PS 50ppm-2_6_augmented,PS 50ppm-2_7_augmented,PS 50ppm-2_8_augmented,PS 50ppm-2_9_augmented,PS 50ppm-2_10_augmented,PS 50ppm-3,PS 50ppm-3_1_augmented,PS 50ppm-3_2_augmented,PS 50ppm-3_3_augmented,PS 50ppm-3_4_augmented,PS 50ppm-3_5_augmented,PS 50ppm-3_6_augmented,PS 50ppm-3_7_augmented,PS 50ppm-3_8_augmented,PS 50ppm-3_9_augmented,PS 50ppm-3_10_augmented,PS100ppm-1,PS100ppm-1_1_augmented,PS100ppm-1_2_augmented,PS100ppm-1_3_augmented,PS100ppm-1_4_augmented,PS100ppm-1_5_augmented,PS100ppm-1_6_augmented,PS100ppm-1_7_augmented,PS100ppm-1_8_augmented,PS100ppm-1_9_augmented,PS100ppm-1_10_augmented,PS 100ppm-2,PS 100ppm-2_1_augmented,PS 100ppm-2_2_augmented,PS 100ppm-2_3_augmented,PS 100ppm-2_4_augmented,PS 100ppm-2_5_augmented,PS 100ppm-2_6_augmented,PS 100ppm-2_7_augmented,PS 100ppm-2_8_augmented,PS 100ppm-2_9_augmented,PS 100ppm-2_10_augmented,PS 100ppm-3,PS 100ppm-3_1_augmented,PS 100ppm-3_2_augmented,PS 100ppm-3_3_augmented,PS 100ppm-3_4_augmented,PS 100ppm-3_5_augmented,PS 100ppm-3_6_augmented,PS 100ppm-3_7_augmented,PS 100ppm-3_8_augmented,PS 100ppm-3_9_augmented,PS 100ppm-3_10_augmented,PS 200ppm-1,PS 200ppm-1_1_augmented,PS 200ppm-1_2_augmented,PS 200ppm-1_3_augmented,PS 200ppm-1_4_augmented,PS 200ppm-1_5_augmented,PS 200ppm-1_6_augmented,PS 200ppm-1_7_augmented,PS 200ppm-1_8_augmented,PS 200ppm-1_9_augmented,PS 200ppm-1_10_augmented,PS 200ppm-2,PS 200ppm-2_1_augmented,PS 200ppm-2_2_augmented,PS 200ppm-2_3_augmented,PS 200ppm-2_4_augmented,PS 200ppm-2_5_augmented,PS 200ppm-2_6_augmented,PS 200ppm-2_7_augmented,PS 200ppm-2_8_augmented,PS 200ppm-2_9_augmented,PS 200ppm-2_10_augmented,PS 200ppm-3,PS 200ppm-3_1_augmented,PS 200ppm-3_2_augmented,PS 200ppm-3_3_augmented,PS 200ppm-3_4_augmented,PS 200ppm-3_5_augmented,PS 200ppm-3_6_augmented,PS 200ppm-3_7_augmented,PS 200ppm-3_8_augmented,PS 200ppm-3_9_augmented,PS 200ppm-3_10_augmented
<<<<<<< Updated upstream
498.72,0.0,25.8587993220493,19.009419841738914,16.88288552159718,36.49745245996202,19.480869803516715,17.605821527875882,9.693151050672785,13.498316660020325,33.74540878534927,2.4956235421822845,0.0,33.20123611339385,28.45466700674576,31.97444779008043,14.51634881450506,25.96929394268434,40.744849083623045,30.919682073238285,22.065795994890273,28.294059121312735,8.153395199260444,0.0,39.45871999825162,2.558320156239893,37.35598639048109,44.71614533970859,37.496140706608884,13.758946031625095,10.66238500431225,1.7041474161278125,22.583371386935127,31.889320698896544,0.0,21.38802794821659,11.690138793659997,11.247601355603589,13.112243511165136,55.993279969574864,24.560010995207875,41.807159154353485,18.1892443659885,41.91686421822534,27.26288765920508,0.0,33.89567870592652,42.878552638922415,61.09047945793131,53.438000620313126,21.07647591485003,36.30647164128544,0.6033626573349917,2.738296577483577,54.98805827138393,22.158253462443902,0.0,42.823869217913,8.074909209470716,8.329026497041719,25.691075849508785,11.325801595617312,13.346584180980516,23.327346039845025,7.613215347307994,14.35843506582524,17.80840081757499,0.0,47.23864513134937,38.01680956636999,21.58286704063082,58.67919025933647,19.520403267627593,98.08096635637088,13.784233235122223,10.651343846722183,21.31097368552324,35.528549531514976,0.0,38.22489275507024,89.96630426611023,30.379999100686284,59.69225641031951,102.04561460353123,54.85412800835796,24.54213189109817,14.325151688899766,48.46345490578122,46.198113337421375,0.0,45.4859811403892,109.10092474293675,93.0526439943565,80.5421040237301,67.76983842142965,58.416850907803415,107.01629661919095,80.67538805072415,72.38962548071154,39.89898099733413,0.0,91.4782715939406,92.71424312900396,5.919005613084946,95.80477771226005,111.05926083551711,75.68324926760873,100.76490059602364,51.65743615619589,33.94262229011389,22.027867378807507,0.0,36.34385989288971,13.056681719181935,19.446782267260076,77.5508378837697,112.2806002194574,92.29759370965031,114.76937679597081,65.93188969677955,81.86161184930305,51.69723598586541,0.0,37.55867396722585,114.64204440027814,23.247246808176975,99.00917574443108,56.433446449324734,114.9314789689509,19.889291512144986,70.7236588742646,41.97140943649962,87.12854864356201
500.83,0.0,27.936497073140686,45.83300963342522,0.5947101707500901,41.29269989554777,0.017940696598955596,40.972530034332,5.124236878484428,3.1320407530822196,30.21690915860709,32.874750146008125,0.0,0.6775720747455498,38.206192448362515,44.97200470716585,11.030806280660762,13.093350648703879,13.004456467339297,5.108361398027991,31.081050504205518,14.092986149240025,35.290655933438025,0.0,12.266253630150324,16.46706458267186,29.295034421619647,45.941210895894464,14.91175949813606,10.067270440916193,43.51087973447962,48.04983364982786,17.213711174430212,2.4910178823915197,0.0,21.176370736697372,23.802421682949284,46.68632339788641,12.87015564153745,58.07495764791972,11.005658959127363,10.819526999291975,15.452033042547026,28.49165992811409,18.145456141467545,0.0,55.024084492320476,48.27134688184938,33.93906185187017,50.209058510506615,2.8174768211438432,15.02322725275853,46.03120238178621,54.36924372709813,2.889447912124252,39.467687769662774,0.0,6.6751348584861185,9.830214335845033,34.37506645436113,11.788146559507396,21.820942025295082,33.412583463147705,14.655575049965256,18.472500056245515,4.2732573133197365,25.47397454470049,0.0,55.43798405429649,72.57076968588025,55.12445777339544,57.75526387609408,107.2558362094829,96.37263847109404,94.19689083388694,79.62115947353972,18.677752852410578,10.57773042957199,0.0,97.50181600972488,81.79011899892454,78.10561182065837,76.0930726810699,108.49899321570732,80.37156595488341,66.10884891184946,17.358002124358208,51.08445284928846,101.08589426627663,0.0,29.709572147501525,0.5288369695458243,26.50148770943522,93.29960414500749,26.300180545957733,13.495825394873973,111.77253755249244,75.48733992652562,49.508265241874774,63.62823170127442,0.0,108.47706211956606,77.20074040440814,0.915499300927308,55.38457335929393,94.65037040196547,112.63069362978308,35.558839892152164,108.31857514285868,16.358821604168398,13.527670327796757,0.0,103.83143089874622,90.10066499669337,13.338703114813745,90.10411273945337,89.74342952911744,25.8167693566239,4.177953847094588,121.54426834524843,39.13158024468296,26.249802380825905,0.0,38.140122134603395,5.255987411325997,52.01302669834476,93.59616907481112,34.62681921077122,24.081422015129768,43.97287254359819,66.13275090459976,42.05624308832145,25.092156791329785
502.93,0.0,39.84917758050214,42.05451611513894,36.360913841273934,4.512739745278126,3.6630344216176853,9.249908543527201,11.95005792615104,15.714691558749658,32.42693294722347,21.881812154626193,0.0,0.3208058724985676,40.451173111316926,4.0010685048300285,14.474009511587257,15.038335092960807,38.12989227977702,0.3373683443103542,18.35468165373048,40.967844229391936,31.36950568725958,0.0,36.986980362056705,39.623587764222755,2.303054922874364,2.2354672268103815,18.044044109248052,26.26090258872215,36.61159113977379,13.054191299891828,44.471940630496945,22.34042191716324,0.0,15.51080667824239,38.219040719461,12.18554223576008,30.183908282359315,19.117795002640587,23.08011720558256,14.884950759421928,46.00880967170144,50.964544441509275,55.19764741322804,0.0,22.307949934336026,4.853001327321701,20.217117322463775,31.62527887607141,38.31932672157163,47.297954696196356,44.0795803882977,8.870287234744211,50.43948845472788,7.388710722616035,0.0,5.656526140359046,8.990589522275966,25.496773352354374,44.56513755771872,42.195440856685146,50.835781755075956,50.519900573795795,11.261943231607786,31.33639602284464,23.51788209685695,0.0,12.649399160650217,94.60009955051734,20.715996784682115,33.29384083645821,32.86027740228765,23.770744569514722,5.176166054629567,76.91653464811668,24.31144540723209,107.9986627895409,0.0,35.467231687605135,22.337853965881084,93.7240770640016,61.899112140403815,27.04673835550234,4.0935017027364555,61.62782127852538,63.08539290687937,12.732371690655745,107.34784813159472,0.0,99.75006165532332,91.29142482821447,86.53917124929104,27.801803165135528,63.894583633000046,100.34339325396985,73.24876141250759,34.64216253214257,70.3775643313563,81.17853368713742,0.0,89.10831575925828,100.18451848519436,77.14007435575073,76.32331318978609,82.73829337106848,58.500417966588756,30.481044813709236,94.50543391906925,114.258333367686,54.654361559780035,0.0,100.30905382876917,23.817114766807226,71.0715058052109,72.41437213404443,11.023840507548776,90.32646254596149,43.71990951747723,46.28909973552126,48.43715422029572,99.87796748467616,0.0,15.43120915838049,103.05837250240066,63.29319877431747,44.71882709168697,54.4440522286964,81.07984418430395,56.379050415936014,36.724339807643666,44.55294522416314,91.89503461579203
505.04,0.0,18.03939340752234,10.022351520052952,22.600618985236334,42.943765087888906,28.598645120871318,37.07483190510221,37.82554537325962,16.307854906562675,2.003188650388409,43.72630988179915,0.0,36.542661993438344,13.880622572497842,32.4291022627432,10.894666449130987,26.99189600366879,20.197755636611724,39.15359947917051,38.878422852741345,33.6389207119375,22.242309759468455,0.0,22.416733930084774,28.672809577632552,8.12460522760331,14.060296233089192,26.004080668440054,9.079230365677835,16.194326969055467,39.63344892271176,33.97486674227606,29.388205388434404,0.0,51.95520854888872,11.151501814238415,29.73465468963507,1.7681484815333146,20.6837512511377,5.1771095764426525,49.532857698291686,47.687356398826005,6.659276386046363,57.02978443913747,0.0,4.820514385958254,42.825694064390184,11.996854953699236,6.420592900185365,1.6559006073945348,17.872890003442226,44.980806218213836,25.059290631775163,35.015834525385706,58.160521773181664,0.0,36.63674979538662,32.42932580307565,29.972646814072274,45.36160379434132,11.054866258405188,52.98568130163812,8.508776420914419,37.05854746917892,24.04467132737276,7.5488465802592,0.0,111.98139277343543,27.495121818100507,94.36359661605705,108.68152943841278,30.462595036918053,51.92268907469071,16.931614797365686,68.56458182260306,16.47574722349119,9.464806959299231,0.0,73.94023769200989,90.93033941859397,76.9091729794135,74.82720882799836,48.73207907010107,11.35730396683731,113.04355519868196,108.13646204236272,80.17044268965338,64.62004746513912,0.0,10.38915569197503,113.37376052723407,82.42635426360457,100.51837687346088,67.97850741011806,59.73401071543108,86.38508065175377,66.07219054311412,24.734196428763063,0.5685269753322701,0.0,105.6978174613213,87.13126937422571,18.81378560851597,31.128364615395622,32.65753287165519,1.6300846708547714,22.919799587667242,61.69964744019088,112.30938324710941,48.78874360099559,0.0,23.980140190099515,78.21994045109966,11.919804706665946,42.80050144211951,50.816446794075254,6.7387355193029945,19.88099208884817,35.8283451677379,71.24308377221135,20.886196831069586,0.0,34.83034796752386,60.97979851555917,89.98673203752168,62.441637920495204,43.89216492842687,42.52071728600514,36.248743381515155,103.01267131030987,35.675584043660535,87.83557172642273
507.15,0.0,15.173352199050873,12.392478226423014,38.58410861821179,30.65314484516349,4.4942720422638684,11.652827639462712,17.712852830409666,22.90489772447829,21.350331908505893,3.2956952208146815,0.0,29.58197732443889,40.89337138503204,36.6572055905763,12.221365057162936,33.18764558449544,18.527907282845014,3.61555886590615,18.311582798215774,24.36829025826293,4.30153599180967,0.0,10.708833267863932,6.967136539202153,6.128019062097764,11.312016291202358,23.17853183327324,42.71212052522874,27.034986145768865,26.95114826526461,39.9766453022912,38.451214567418944,0.0,31.030439120513137,8.299003331004789,46.76496536730663,35.333595448215696,45.25314829504111,42.547604619326684,34.16091241091042,50.96415192847719,42.72560898812551,57.71855182321374,0.0,16.767399692799582,40.89295179213305,44.79780281356459,5.108359052997914,47.92637225358727,27.627732023531525,23.104552390789305,47.844029271615064,30.178228347817733,29.398935150097632,0.0,47.347433104736986,11.533561681419535,51.49161161191954,5.0281441513463045,43.699830199639386,5.355213303551347,33.576946564908575,57.3245869776053,28.832633146465508,48.55516356469524,0.0,83.34317551228689,74.32052976313544,43.68071412440595,53.65317523162022,48.592576260943815,101.46899218751525,12.539670898569538,88.55860323739681,33.16180534941206,84.36440361787635,0.0,2.767633197185135,56.44438061348472,19.317662453605926,43.99543816676758,56.12909888475312,3.9528626707036363,2.5819160905564824,88.86665158917882,52.764739279229055,82.5865666468819,0.0,99.74276785908717,48.246819295956556,14.273425162807388,111.60950806201689,22.787511605998887,91.34986093384744,24.096870228642292,57.31018411128183,102.406223906046,26.27307686167972,0.0,47.87004276485308,96.24904472062049,6.56992067481293,73.61214102221274,44.29693099037504,70.21287793899313,108.54665452928656,53.852501780901065,54.10586430887353,56.818248172305914,0.0,64.24232597774282,80.69586928532694,81.23691126435236,70.4906950582966,69.0130745746958,73.9943104102076,32.03159387711994,63.69103727475835,111.36170292994471,8.562678873123,0.0,104.88976783232307,73.49288656177636,97.74253869798282,55.055874516907565,11.529560613917868,87.9096806448352,62.967291264639904,88.6108496892717,2.115618898083651,104.84516250769491
509.25,0.0,32.857186195510714,40.29317760400613,32.0332029448819,36.93636146718942,42.88698508341354,14.048775336127475,18.88882029381737,11.74371875098445,14.435958058283546,15.696612693849595,0.0,5.23166326817692,9.834387325950939,45.407382656291944,24.925424324018113,5.991446673726429,28.273630129753172,22.734354525935572,37.87673871880006,6.1006373168428265,9.204640213844968,0.0,42.97280184111802,27.746992541288332,21.040573668161514,44.58637449034801,22.886010227222435,12.164924569190086,18.253098481392982,32.7243585827336,13.979471342825317,25.33050476633123,0.0,32.1662954676588,53.29524341789459,36.860984876930786,9.147500731331224,25.396754126210336,39.93648512466049,48.094604580887435,19.76414805819461,28.80548990371603,54.325942989789276,0.0,50.023346143501676,11.101648700648786,20.33709589366512,8.709754358194829,49.01684670149818,16.455376605147677,44.756724359818094,18.322188276572412,44.03733611832302,21.18732003070747,0.0,8.427215844853574,30.296653951127865,50.36622087011349,9.584861780362944,7.460146135599327,21.29125553262872,55.550491581375574,25.734172824584498,49.50245243613693,38.23960724122796,0.0,27.40157891051626,90.2660307934016,59.158740457443464,105.23152552582545,77.4930665027159,17.823994517503532,19.739697522238295,88.75981297142312,82.01599562802615,67.90545993909862,0.0,78.1454165658328,52.913861728207394,26.298310476879674,100.45834572135439,50.86785749699362,6.775234296219794,9.020423397500927,78.0934895935233,0.6034809675570935,74.69489135302176,0.0,71.58038674491553,89.03484183219253,60.902477516215406,54.36016985422737,43.12709309363757,69.09851773078586,94.94749513944352,66.46552103225795,55.093932706828014,19.05940349521138,0.0,29.385098870489283,105.1043543113314,71.45736696961367,24.36858225625416,105.37693351748315,75.20304028606537,52.191083340360656,55.35207341788448,91.10422664293947,66.53438531773838,0.0,65.09804676473375,108.58786185739227,24.220990384883617,44.236328645465,108.88615572374871,97.04412492817958,32.625527565478144,109.98768100512876,13.026259120451572,114.01419139918595,0.0,43.28280808732526,37.74304999384069,109.76016629202543,21.95728085207846,20.323141927859723,71.23476646477876,25.0933890404772,0.1514994360823627,49.17383993130147,58.428694497834314
511.36,0.0,22.17394658363701,24.105021007989453,42.465136310791536,26.864235667504197,33.11713786067874,4.082270352948427,6.417244860505502,24.80281550958588,24.788793021170264,45.611847157037204,0.0,18.867890086344904,6.803743317995347,18.37737347874298,21.549874643685158,22.793966702177208,30.056099695375774,41.52791691383135,25.88277328963732,22.487328848847714,36.168753237171174,0.0,7.6773223708357765,13.175704743985557,6.943585515324863,47.51630515901373,41.52182159807744,7.769748675495887,8.754454097880373,15.008203317046078,14.844911016299905,30.463396705246907,0.0,35.26949653974143,15.466299964598011,38.247689302557916,33.28930231770657,22.463104111733976,60.36327227835838,26.56033902684062,31.065234406652316,43.433295184163214,9.348747611847694,0.0,0.28979319918191376,34.183282844006655,7.414694288464455,21.704155488567196,12.726186320755456,51.374439805068995,49.61879776377781,54.60892762927357,61.45179970792939,17.24725706158116,0.0,44.25154330114261,23.944907551320064,40.400348999429056,39.610544198501,45.60432111345825,25.020129928861362,41.78417557686002,44.050680883192754,44.82253541563544,51.981156409272614,0.0,52.088209051215046,12.877102006268577,23.551310460202913,20.927934911255456,103.64494626412178,42.58238727821693,50.37404004410637,2.2405379301525814,97.2606650196299,100.42780383514214,0.0,88.1863965106045,14.27311421752623,4.564474989629472,45.62185755550196,3.61485212801902,71.44835416076509,66.13018964632607,8.328455458300898,40.00516048069134,46.3377104487228,0.0,7.701398527831638,98.99624853896536,12.937623809637179,89.99103536564812,87.25594412996848,59.16396381460078,34.708829977342944,22.289598199415927,94.94014728874994,31.69617581936417,0.0,51.018567897551314,63.59391004278521,67.14586265728026,38.86507108485331,86.42644037373495,53.95638381546595,39.969933433142046,2.0628399919206957,9.304053424847115,17.239446298107087,0.0,101.7176826595251,76.14804706177168,122.58985039778567,51.31524785256073,5.298618566078261,33.647194129415716,64.72944082719081,103.93550312636624,85.78054935138678,1.600486205254994,0.0,65.32772049468274,72.96094140756489,78.04132128895802,76.83384462780666,93.59022774316605,109.30837889377709,40.46975787325256,94.49403132418949,48.16656011122158,38.674980512765806
513.46,0.0,42.10164729958585,40.827369696963956,7.994681562446427,19.916107191769523,6.41107270588098,35.15395909815702,9.023805949510628,31.02710152682617,45.93026861672493,11.526279196799509,0.0,16.243675225997602,31.641459045262437,43.69038827917124,12.245120065097476,7.024680378248391,9.278805022936664,24.354826241690375,25.659893900521283,19.372668103732995,33.50087614071163,0.0,20.421670932584863,25.274169571586693,46.978588976228274,15.779994229127524,32.87926491425543,36.708096961550815,15.856593689522704,3.9347563005202746,37.889750862394656,1.0854730495401061,0.0,37.85846846739122,39.63349194500773,37.6071110216541,54.915670076748306,38.51254975791361,44.681181131413254,6.126242483182702,37.49742424497757,57.36658869859578,44.42043407438348,0.0,17.052613671995612,7.443987537975723,40.18251602804536,57.966640893632075,21.0999324718451,45.188528934225005,13.881011638697151,21.18676039120035,41.23769505961976,58.19892582755159,0.0,55.33351420065348,48.55888227135293,53.3720266849873,19.82901515475703,5.700431442666511,54.99281911612517,42.33485611241199,11.057407975633767,58.3664262292645,39.56018709734642,0.0,41.49842638805251,32.49779076707127,0.4267384456282234,87.10861629220527,46.09281308062897,41.36528415634601,85.38833821760264,85.05751768472565,64.46962270387895,89.18313418702176,0.0,50.55148276919355,61.28903578957138,72.52641443497889,68.14548129424873,78.18361697633445,79.81567065645149,11.845633725241898,39.757323733622705,32.67432830779969,27.52720464056259,0.0,96.80346942306933,26.673179094535875,87.20420715058722,36.85714315490325,90.55403136337189,29.012793552279707,14.45123835814382,100.71235621084934,13.665507883147571,82.91048734673954,0.0,113.54530515272344,27.94020006569028,32.03066704021226,6.13400211019102,73.5044938601408,32.882123296389665,49.16458415122329,80.38034457382332,78.47467362408598,57.89531640867423,0.0,101.46156805664587,0.4011272163809183,64.11162687988676,13.138853416451873,28.1489486899999,110.42409049773958,59.260183968981735,113.62623748925319,82.31806579875366,1.944109936499423,0.0,55.19687817708467,15.373165613415951,69.7329298636639,105.99613918490577,22.245998676605616,29.944913835618088,49.43185081702834,38.33481648741745,47.43132585668724,65.24387747294642
515.56,0.0,21.123629803896367,15.597826387557316,7.626349362508915,44.39827404302558,7.523302197843745,35.59634540967668,35.793062299748556,38.32497609534106,3.748211039472475,26.65685683829743,0.0,19.989355267946756,39.902765848897786,26.719903777032293,28.51579081664441,23.240458229002563,15.836585274013734,30.906572983007422,20.93596790503773,21.627898157298965,20.96660246999623,0.0,4.710777197018303,37.88902761939107,22.760542784188978,35.82234505506179,5.422109672840093,18.415495371281196,28.81650661097303,7.416923605459273,5.2486308541376205,46.21262360865216,0.0,48.22829649552381,2.5982651960468988,40.45293345566212,50.38961046805046,0.8247213923233924,18.451146800803325,23.38772267410358,39.221951871048205,17.203628306232343,59.00347381271859,0.0,52.89725200033445,10.897775479631532,37.338495043611914,1.787548281571764,27.06577332575171,56.855746570361795,47.25540771061572,20.173147100966112,11.579958767315699,58.599755807561216,0.0,20.505061042134663,26.591919561424668,27.401467523377598,4.669495651041643,11.339989926413113,19.311868463894143,2.3230684647251825,5.202348071102449,54.84302833998185,50.63261219167998,0.0,100.46857689997478,59.66941947207882,98.70189482840989,78.48578526504276,36.125814680544615,85.79713997448081,56.8234599301153,18.875271367388912,65.77351680051983,16.560720317355827,0.0,70.976637110711,35.61398145137002,56.007909212384824,113.92374436734654,63.86298755766541,74.94233219563478,80.24552372919058,72.58588409077836,102.09504911818323,35.79547142740387,0.0,55.55499282938056,88.26046392114469,6.525066063737066,41.866962115421515,9.20324024923641,32.10423536839893,42.97704073898807,114.35406191481056,30.308288512327014,60.141226108226796,0.0,99.16946114208943,6.9678026129666915,10.588818488076619,14.752569453109315,24.267103468619855,27.770122960008923,2.2314141084031935,49.156356361317435,91.34326207912918,55.4906793305519,0.0,31.712860470616665,14.013674259413198,38.69716484051921,97.16792335618773,64.44710675534017,110.71649709887865,96.08165730061229,0.4595034154002519,8.450661464741078,86.3041555065805,0.0,110.01615325738486,55.21198178940646,2.1456341917123107,61.084657074867984,108.7496972794163,2.2062895535348366,115.73817662413059,98.54723512422844,62.476009021379994,107.13060338830513
