wavenumber,PS_PLA 10ppm-3,PS_PLA 10ppm-3_1_augmented,PS_PLA 10ppm-3_2_augmented,PS_PLA 10ppm-3_3_augmented,PS_PLA 10ppm-3_4_augmented,PS_PLA 10ppm-3_5_augmented,PS_PLA 10ppm-3_6_augmented,PS_PLA 10ppm-3_7_augmented,PS_PLA 10ppm-3_8_augmented,PS_PLA 10ppm-3_9_augmented,PS_PLA 10ppm-3_10_augmented,PS_PLA 10ppm-2,PS_PLA 10ppm-2_1_augmented,PS_PLA 10ppm-2_2_augmented,PS_PLA 10ppm-2_3_augmented,PS_PLA 10ppm-2_4_augmented,PS_PLA 10ppm-2_5_augmented,PS_PLA 10ppm-2_6_augmented,PS_PLA 10ppm-2_7_augmented,PS_PLA 10ppm-2_8_augmented,PS_PLA 10ppm-2_9_augmented,PS_PLA 10ppm-2_10_augmented,PS_PLA 10ppm-1,PS_PLA 10ppm-1_1_augmented,PS_PLA 10ppm-1_2_augmented,PS_PLA 10ppm-1_3_augmented,PS_PLA 10ppm-1_4_augmented,PS_PLA 10ppm-1_5_augmented,PS_PLA 10ppm-1_6_augmented,PS_PLA 10ppm-1_7_augmented,PS_PLA 10ppm-1_8_augmented,PS_PLA 10ppm-1_9_augmented,PS_PLA 10ppm-1_10_augmented,PS_PLA 50ppm-1,PS_PLA 50ppm-1_1_augmented,PS_PLA 50ppm-1_2_augmented,PS_PLA 50ppm-1_3_augmented,PS_PLA 50ppm-1_4_augmented,PS_PLA 50ppm-1_5_augmented,PS_PLA 50ppm-1_6_augmented,PS_PLA 50ppm-1_7_augmented,PS_PLA 50ppm-1_8_augmented,PS_PLA 50ppm-1_9_augmented,PS_PLA 50ppm-1_10_augmented,PS_PLA 50ppm-2,PS_PLA 50ppm-2_1_augmented,PS_PLA 50ppm-2_2_augmented,PS_PLA 50ppm-2_3_augmented,PS_PLA 50ppm-2_4_augmented,PS_PLA 50ppm-2_5_augmented,PS_PLA 50ppm-2_6_augmented,PS_PLA 50ppm-2_7_augmented,PS_PLA 50ppm-2_8_augmented,PS_PLA 50ppm-2_9_augmented,PS_PLA 50ppm-2_10_augmented,PS_PLA 50ppm-3,PS_PLA 50ppm-3_1_augmented,PS_PLA 50ppm-3_2_augmented,PS_PLA 50ppm-3_3_augmented,PS_PLA 50ppm-3_4_augmented,PS_PLA 50ppm-3_5_augmented,PS_PLA 50ppm-3_6_augmented,PS_PLA 50ppm-3_7_augmented,PS_PLA 50ppm-3_8_augmented,PS_PLA 50ppm-3_9_augmented,PS_PLA 50ppm-3_10_augmented,PS_PLA 100ppm-1,PS_PLA 100ppm-1_1_augmented,PS_PLA 100ppm-1_2_augmented,PS_PLA 100ppm-1_3_augmented,PS_PLA 100ppm-1_4_augmented,PS_PLA 100ppm-1_5_augmented,PS_PLA 100ppm-1_6_augmented,PS_PLA 100ppm-1_7_augmented,PS_PLA 100ppm-1_8_augmented,PS_PLA 100ppm-1_9_augmented,PS_PLA 100ppm-1_10_augmented,PS_PLA 100ppm-2,PS_PLA 100ppm-2_1_augmented,PS_PLA 100ppm-2_2_augmented,PS_PLA 100ppm-2_3_augmented,PS_PLA 100ppm-2_4_augmented,PS_PLA 100ppm-2_5_augmented,PS_PLA 100ppm-2_6_augmented,PS_PLA 100ppm-2_7_augmented,PS_PLA 100ppm-2_8_augmented,PS_PLA 100ppm-2_9_augmented,PS_PLA 100ppm-2_10_augmented,PS_PLA 100ppm-3,PS_PLA 100ppm-3_1_augmented,PS_PLA 100ppm-3_2_augmented,PS_PLA 100ppm-3_3_augmented,PS_PLA 100ppm-3_4_augmented,PS_PLA 100ppm-3_5_augmented,PS_PLA 100ppm-3_6_augmented,PS_PLA 100ppm-3_7_augmented,PS_PLA 100ppm-3_8_augmented,PS_PLA 100ppm-3_9_augmented,PS_PLA 100ppm-3_10_augmented,PS_PLA 200ppm-1,PS_PLA 200ppm-1_1_augmented,PS_PLA 200ppm-1_2_augmented,PS_PLA 200ppm-1_3_augmented,PS_PLA 200ppm-1_4_augmented,PS_PLA 200ppm-1_5_augmented,PS_PLA 200ppm-1_6_augmented,PS_PLA 200ppm-1_7_augmented,PS_PLA 200ppm-1_8_augmented,PS_PLA 200ppm-1_9_augmented,PS_PLA 200ppm-1_10_augmented,PS_PLA 200ppm-2,PS_PLA 200ppm-2_1_augmented,PS_PLA 200ppm-2_2_augmented,PS_PLA 200ppm-2_3_augmented,PS_PLA 200ppm-2_4_augmented,PS_PLA 200ppm-2_5_augmented,PS_PLA 200ppm-2_6_augmented,PS_PLA 200ppm-2_7_augmented,PS_PLA 200ppm-2_8_augmented,PS_PLA 200ppm-2_9_augmented,PS_PLA 200ppm-2_10_augmented, PS_PLA 200ppm-3, PS_PLA 200ppm-3_1_augmented, PS_PLA 200ppm-3_2_augmented, PS_PLA 200ppm-3_3_augmented, PS_PLA 200ppm-3_4_augmented, PS_PLA 200ppm-3_5_augmented, PS_PLA 200ppm-3_6_augmented, PS_PLA 200ppm-3_7_augmented, PS_PLA 200ppm-3_8_augmented, PS_PLA 200ppm-3_9_augmented, PS_PLA 200ppm-3_10_augmented
498.72,0.0,18.11543116311053,1.9527595947357994,31.910838187506535,20.18111856199872,7.651853351105251,6.157514720312744,29.549053272791966,13.49302438097736,7.313895223498432,32.42961723090134,0.0,5.637540088294295,28.505612977430335,37.96701411241171,23.963022879357542,0.09123227634530552,8.590888604143666,33.381184869663365,20.13215704272861,22.675437726423038,14.990683214990266,0.0,18.290275762599418,32.367695696716716,6.336031427800272,10.790611977716786,35.98188335517897,33.5090614929356,13.029979266155344,21.840342670953305,31.9339582800757,16.243009777465897,0.0,40.527183260682484,40.69591656743305,27.82319509599448,15.802950284326306,24.38096529977218,34.21777579737657,6.09991255994837,12.12077386749142,29.808657530322517,7.1692993075119515,0.0,45.291820750053674,47.970163616303545,45.11141265815508,1.2482769052269551,37.70733084611084,43.98559172573351,40.8289104817836,29.452711985778404,9.895722425289781,11.31094022484884,0.0,21.995401465599638,35.051585933868,41.14648618422359,21.197798025165408,10.499668110142007,20.51765417831993,22.503312282828617,18.19168869635214,48.34552364662578,11.262366573067544,5.62,78.41816299254434,15.346060486189408,21.587438331031635,11.074829194038102,80.79339357257514,93.7119383717007,42.40409063950787,53.26236164017453,58.75310566236054,12.633664265233824,0.0,6.2283780345554955,56.976780159775835,26.696318893124175,26.99190228742371,15.711413644289658,35.52509515232173,79.49853793089282,51.43310052515043,6.791418705583072,35.74658788271489,0.0,59.34481642209592,23.46222672402806,85.3954266861219,5.4125581206941,16.556462262797524,58.80405598693059,79.66158575708074,28.71295448406406,69.59437362246354,68.87267386931072,0.0,8.692865396993437,38.89703806604376,4.360126703643216,120.11727697099849,50.81561485003534,41.42272644770893,54.851212392665936,0.6434892629590573,97.93470397956075,73.79314768029835,0.0,8.147783204870915,97.55245039802564,32.58091590743207,47.8820555110547,74.27625756708224,64.07105331865421,123.26960726114123,20.873516669815682,51.53641499693681,84.28299144194345,0.0,34.17520749997908,38.424207782720764,77.00145362896384,108.35745930946133,112.75714546615689,114.51772343571974,114.989366338216,94.95380338640088,79.19067065188239,92.9914279358152
500.83,1.28,14.140519973003475,30.242988783738355,3.7249094182333664,3.9830771824579747,29.160915283705922,9.109947374752736,1.3467200198671359,14.60647771129356,14.799810976586032,4.41768447596208,8.85,13.66127951681883,15.121630001348173,17.263025219368473,27.442379136087425,22.216539493380225,25.954126618161844,16.93029417121531,12.456576615779188,24.346443451386317,40.31046261228825,0.32,20.567066862205806,6.651746821132461,1.1821459437302069,4.724204759002305,2.0376753986309764,1.24266194786713,1.8285149803379792,10.015822631386943,2.8575546982206843,10.18209570206486,54.51,91.57008338528193,106.21032303051548,62.44347626726072,103.53968253147187,75.97837404276122,100.3221101709826,80.30576234761608,89.91200925725013,78.05058567834355,89.93826102667953,28.5,31.14871386635907,58.06083805317219,43.12183512469241,34.22944037618592,54.69362707443115,38.378838572076866,36.99217204899974,37.665257464799254,66.2702207545543,46.752893105725505,59.03,61.191217525916755,110.2051196345636,106.90440574819576,103.66929902204112,101.48654823609769,110.59928321326416,60.82009359619425,88.63974198687536,77.98150886382619,91.95691622981907,96.27,100.04146163910795,165.7753207642974,114.24882580885073,169.79530145987684,171.91513082453127,97.70009020797102,131.4068284946399,171.5140755756206,128.39213918370763,174.5523975238251,102.8,173.99371093797487,161.45026634144304,106.839280511593,128.5225652619745,169.6009774808694,117.99883235858142,189.0657066933265,178.39295062784632,141.94362341797324,146.88608035282735,71.04,115.43775689989002,151.35632391870885,101.71050957183067,135.64137908381747,146.18679451834174,79.92584934078796,83.43861922664928,92.97565780022191,156.581423097784,106.78367555825186,49.9,94.67653499494351,163.51566241979518,182.3089804192055,56.33226117762767,99.55713418520196,154.92859446559862,144.47486493155063,121.78839084525401,69.93563783219683,77.17823952016239,97.84,147.0414280101014,160.9091469144971,180.99946865211177,120.22080816961656,222.02509406606376,126.16044239380767,107.4651276007495,101.9128846919057,146.8778922474924,137.79013747062163,81.86,201.98318234482457,166.04229872005658,172.08243132285372,119.19901154190052,149.02700364155788,94.98140089028718,125.0258731733694,92.04861145847434,99.46359761950026,110.0049549549125
502.93,1.28,14.140519973003475,30.242988783738355,3.7249094182333664,3.9830771824579747,29.160915283705922,9.109947374752736,1.3467200198671359,14.60647771129356,14.799810976586032,4.41768447596208,8.85,13.66127951681883,15.121630001348173,17.263025219368473,27.442379136087425,22.216539493380225,25.954126618161844,16.93029417121531,12.456576615779188,24.346443451386317,40.31046261228825,0.32,20.567066862205806,6.651746821132461,1.1821459437302069,4.724204759002305,2.0376753986309764,1.24266194786713,1.8285149803379792,10.015822631386943,2.8575546982206843,10.18209570206486,54.51,91.57008338528193,106.21032303051548,62.44347626726072,103.53968253147187,75.97837404276122,100.3221101709826,80.30576234761608,89.91200925725013,78.05058567834355,89.93826102667953,28.5,31.14871386635907,58.06083805317219,43.12183512469241,34.22944037618592,54.69362707443115,38.378838572076866,36.99217204899974,37.665257464799254,66.2702207545543,46.752893105725505,59.03,61.191217525916755,110.2051196345636,106.90440574819576,103.66929902204112,101.48654823609769,110.59928321326416,60.82009359619425,88.63974198687536,77.98150886382619,91.95691622981907,114.05,196.02674822382772,143.33916976750308,159.38962696178177,118.39293979698122,139.26023099195615,178.505441691078,170.94616664741275,136.06119911009517,131.23792391850102,120.2161727594999,126.47,160.93604595583298,128.33831348290815,148.05604400178456,172.57124353866166,156.5188456738881,132.33970172952633,149.42196046169096,138.48320114392018,147.42521201861996,175.93148831955233,71.04,115.43775689989002,151.35632391870885,101.71050957183067,135.64137908381747,146.18679451834174,79.92584934078796,83.43861922664928,92.97565780022191,156.581423097784,106.78367555825186,49.9,94.67653499494351,163.51566241979518,182.3089804192055,56.33226117762767,99.55713418520196,154.92859446559862,144.47486493155063,121.78839084525401,69.93563783219683,77.17823952016239,97.84,147.0414280101014,160.9091469144971,180.99946865211177,120.22080816961656,222.02509406606376,126.16044239380767,107.4651276007495,101.9128846919057,146.8778922474924,137.79013747062163,81.86,201.98318234482457,166.04229872005658,172.08243132285372,119.19901154190052,149.02700364155788,94.98140089028718,125.0258731733694,92.04861145847434,99.46359761950026,110.0049549549125
505.04,1.28,14.140519973003475,30.242988783738355,3.7249094182333664,3.9830771824579747,29.160915283705922,9.109947374752736,1.3467200198671359,14.60647771129356,14.799810976586032,4.41768447596208,8.85,13.66127951681883,15.121630001348173,17.263025219368473,27.442379136087425,22.216539493380225,25.954126618161844,16.93029417121531,12.456576615779188,24.346443451386317,40.31046261228825,0.32,20.567066862205806,6.651746821132461,1.1821459437302069,4.724204759002305,2.0376753986309764,1.24266194786713,1.8285149803379792,10.015822631386943,2.8575546982206843,10.18209570206486,54.51,91.57008338528193,106.21032303051548,62.44347626726072,103.53968253147187,75.97837404276122,100.3221101709826,80.30576234761608,89.91200925725013,78.05058567834355,89.93826102667953,28.5,31.14871386635907,58.06083805317219,43.12183512469241,34.22944037618592,54.69362707443115,38.378838572076866,36.99217204899974,37.665257464799254,66.2702207545543,46.752893105725505,59.03,61.191217525916755,110.2051196345636,106.90440574819576,103.66929902204112,101.48654823609769,110.59928321326416,60.82009359619425,88.63974198687536,77.98150886382619,91.95691622981907,108.43,119.87972530144211,108.50536534835643,144.1951259843665,111.19706501574505,111.05715577749125,127.6810502106845,151.4224268812117,113.39290601758084,114.20044869587332,111.12338007376515,126.47,160.93604595583298,128.33831348290815,148.05604400178456,172.57124353866166,156.5188456738881,132.33970172952633,149.42196046169096,138.48320114392018,147.42521201861996,175.93148831955233,71.04,115.43775689989002,151.35632391870885,101.71050957183067,135.64137908381747,146.18679451834174,79.92584934078796,83.43861922664928,92.97565780022191,156.581423097784,106.78367555825186,49.9,94.67653499494351,163.51566241979518,182.3089804192055,56.33226117762767,99.55713418520196,154.92859446559862,144.47486493155063,121.78839084525401,69.93563783219683,77.17823952016239,97.84,147.0414280101014,160.9091469144971,180.99946865211177,120.22080816961656,222.02509406606376,126.16044239380767,107.4651276007495,101.9128846919057,146.8778922474924,137.79013747062163,81.86,201.98318234482457,166.04229872005658,172.08243132285372,119.19901154190052,149.02700364155788,94.98140089028718,125.0258731733694,92.04861145847434,99.46359761950026,110.0049549549125
507.15,0.0,9.307403514193542,35.786612372250204,13.65710638984847,13.48419201775724,30.724755176717732,19.748253657772274,2.8622715004261012,4.017554643607031,7.5256001772250425,11.983954611655426,0.0,19.83581193647212,19.905618866861587,28.466398609828776,38.14786270504144,34.74414143723222,7.129625388364404,30.838216383048056,13.061340383830204,15.313388968200615,9.27943461720976,0.0,25.241559505065304,19.098075048060014,39.40026987868292,3.3475227515704438,38.56405742852587,34.14128147909761,33.025425411063175,25.851723524830433,4.6057370729257805,27.684707730877083,0.0,25.714115700214396,25.164964596391926,53.83202213577059,53.43328349852745,42.7092350750738,52.38334884481432,1.1340062872657883,14.97893575084344,9.88063294663405,30.74113735297006,0.0,36.33271441408259,35.6762234653566,22.11513710694738,19.953424310774235,27.446581258618544,48.58737214907716,39.24376161703582,17.48401428382471,49.37059250462299,34.82431895562174,0.0,1.1183580382603195,26.79153121336779,27.319396165560697,1.1788353812271488,24.95992526413462,40.821370237213344,26.029913858213625,41.47899221088454,35.28952920153003,52.378619988369394,17.78,95.15925538040067,21.147850973499292,34.58057958765221,106.27373549405583,104.66493945401798,57.30436291130876,28.57837785446292,82.84017218660303,29.68512413282692,21.706283607172438,23.67,89.27185035659743,101.746720721339,114.25732433525096,73.05445751154011,60.95022283273453,72.8191427145166,89.66199673127527,102.7464184003061,84.98566788260462,71.35777566085638,0.0,88.60208599477505,27.64782414250172,9.285334132593059,71.79207972887308,11.118202260262759,4.1076122149341225,16.179484115861438,30.856306640113715,4.721028752478369,86.6307493552496,0.0,124.83805787387912,32.31652551503263,87.64558129644458,89.95366588949221,115.09059173484306,117.69245867228393,32.605404323211175,108.7211982489386,67.28324180872804,74.37554250423979,0.0,102.59376470813035,50.333718017900246,35.24745803258649,13.344183120825184,75.41862363474229,107.1679106120648,41.332354937111575,94.07979337950356,102.80048244316704,129.7606743746109,0.0,74.64665259610534,60.15250444353427,45.780459916905905,61.99255967345929,33.04452413613246,48.55745767608277,16.354014794167096,15.361840128925673,37.1214657519369,86.38069286496567
509.25,0.0,17.795716691977105,24.115801883644295,35.25808411759187,16.40083334289653,7.347378643033661,30.873515665059625,17.566890856762143,4.477197587158271,8.163703087492127,31.105507259664535,0.0,6.97614712160095,18.79944570857263,18.33965543718956,12.574395709960394,14.466871368801264,20.85359665014374,0.6364029668069395,33.77218634903833,18.963995023046635,6.547230701026626,0.0,3.971701318536129,38.14286059966056,14.339935664898324,14.03014812758335,22.33165230470944,29.8644327669436,24.480381787687886,38.27044893962742,21.264590539144958,18.97651695776753,0.0,16.894447374378025,2.420928542137244,14.110149334469822,48.039155216325064,37.094774684554515,30.7801821192466,10.06099111268526,39.20387520338861,9.802916425345021,35.997657444448805,0.0,50.59414967762781,11.150524691665517,17.43666009070552,26.028994082660464,15.048196228293643,44.336401861619905,31.592002076224546,15.40214282669862,29.65213661966798,42.818241107584534,0.0,4.669946941037397,7.066616938313882,46.615352054891694,7.050103349265596,43.36790265431811,2.6910326609216546,39.319419016063996,30.660196701923727,7.404249233792908,14.683123295059424,0.0,67.10959029327456,82.61450311862839,24.448919487468093,71.1564261726909,8.615729819251804,52.38408047894495,69.15038461187426,74.86541186978636,74.3686898866797,30.97123256768607,0.0,57.394186098545504,55.03128451158341,11.377321199651943,4.8211187795327515,76.36635809906927,49.00150190388839,56.30614397122414,56.59177960218708,29.426477183425398,16.557679425247652,0.0,55.24960785262294,73.97719643138676,8.777759772328618,84.75485563546191,79.75271572497348,59.640879613482014,36.11372955036021,67.50034653876428,35.80542366352902,37.489215707312,0.0,115.58768018374937,88.93202358746932,62.14693431719266,16.63710795692155,7.676359352975341,25.405522172550818,122.42176995687579,66.9228693522017,27.760852699236903,51.19190279907319,0.0,19.742222786010302,111.05336842248053,105.98994734603858,121.01863872939695,82.27056194164129,82.6348396820734,15.032323361130446,78.25774366615366,32.75610994238213,128.68954770755138,0.0,124.12230235553912,33.39854699878119,94.49370699774536,37.92387669779517,22.699535876528433,54.38961616070234,35.49890190870499,114.68565816444912,34.67714052062142,124.03797692763094
511.36,0.0,0.1870158321655894,0.3554705839533951,5.479227688279776,11.334319058555526,32.084930406692784,1.8385155976152976,6.140361843340553,4.150143241512024,15.18887844917297,16.368189218037777,0.0,2.155624841135551,14.665844587728621,15.773761948427232,25.02255887719289,2.5616727747718624,32.75380631230917,13.084454598710844,10.28095808012716,0.5100733736553351,37.65647946943455,0.0,20.83680713586536,25.711144057222608,28.402698450621592,35.37085478296394,26.214270997053795,7.700717388272637,22.786590024838002,12.138713604888158,10.347940251121988,37.48614805979987,0.0,19.037813296020143,9.46181712515319,16.276160731386135,1.0030961279237818,45.1948127798105,37.73317220298862,11.814295089829683,28.313776532189742,18.559117790920737,23.03685858652405,0.0,22.78954751298928,28.772347404923156,13.159910004382954,16.266423266592234,9.339117569456379,33.80471669377607,51.75895863064353,43.25515888228898,21.695901281725465,47.83802976859363,0.0,10.119532975916455,24.00834533048567,4.787422262199112,19.540027822844543,28.627257043292435,40.73219431372197,2.066015201582283,5.738904329539968,30.522277151095125,34.46096151310548,0.0,73.32848510036202,4.376678968091078,41.63031406529843,28.67934933627251,37.26599460394043,76.48798538302484,63.65630897386815,3.2846822884226845,38.572412498332,65.26519896773053,0.0,21.226269954770483,24.284494777526973,88.50017456818667,22.88256450827247,27.461682540663045,18.000675581316763,58.90936734006193,13.811649710960262,47.51642762966385,0.15243110841046043,0.0,2.7970981974067737,81.75435477499143,40.886027246296756,36.85052450835909,80.80217911910863,73.64243772042302,25.247056240326,67.08564523896808,26.427168909023294,66.47179742362127,0.0,41.349914078684975,123.33272442818804,4.710855195261566,104.8217784210035,66.96920705721001,69.51900529605331,94.81352884520729,17.56074897988472,46.89290164014127,84.55224197466394,0.0,120.01461655921503,119.11928098712501,54.24131424124549,129.56044657994372,78.45497764422505,45.98110566008229,5.834868110337907,91.925943457213,84.13786032962172,126.5143477400011,0.0,42.38597243429281,23.80842396349733,39.48544801644685,2.6917637637226983,43.82194813083423,49.48949303968328,11.913585467763767,54.137738177552144,55.54378557688484,116.47451037289505
513.46,0.0,13.643441208075075,4.432105983599977,22.527543408815887,13.452972519011544,16.13299653421567,25.0214183450943,34.93091209307815,31.043573164298632,12.155569669793023,31.10297395866259,0.0,34.5963222262237,23.069778942642827,28.123708603857494,13.844065708588408,38.003677120532224,28.419541338356474,3.9412161960547945,1.237271075044615,32.3268833175787,22.15079717737899,0.0,31.228136660404154,5.8917509569510536,6.295013121090474,30.11513180328918,4.581525409436243,39.107686591850424,32.10163392902348,38.65053183787648,36.79900057191447,19.644948426631004,0.0,53.99339559163922,8.109427048143093,18.11341157987407,28.573219047449275,11.829878270289942,0.8230278200788393,13.835658772921786,55.49215088462403,27.854659138488277,20.800819005076754,0.0,15.847770607003676,17.35366263420235,37.65887991661696,40.4353073350708,9.362446409257347,8.612985023721695,21.594345726279073,38.67543172707971,26.949467464760776,46.61336670995693,0.0,7.1769453575420235,35.921661632825334,27.834802898787476,49.39997994370005,41.41632486444854,45.20129052354542,17.31545626615049,10.17346616208874,15.199885444158237,5.639029144551059,0.0,83.16506187366073,84.58874924528983,72.20868634029807,27.13940712522507,87.84938479444311,12.712247028710303,0.5794391023014532,86.70419018793996,68.75702223592224,49.668245180354596,0.0,55.957079994282246,72.68359889603312,29.206616967024036,24.549379660356646,41.17358148467755,12.398340759069107,31.4836357162921,15.685780818768219,44.79321441002972,8.078488707066358,0.0,75.59277440487966,21.523682470142575,75.50224335485684,1.8761573060229804,2.6134529648432996,48.967190861417095,84.88843772513474,16.40254996479408,65.33228115700003,62.021373513780276,0.0,54.56639889359903,123.45512604100244,67.68174167665774,85.50801273743024,92.82670369345523,31.48815051491265,61.03599337044406,30.50693828906377,8.987855975061402,73.39708883066183,0.0,41.974337903773275,68.33189605133332,30.215295131978152,34.8035131942182,8.814793486095434,33.18085503289908,129.15883122365196,36.348822022500684,93.01996939076412,119.42463303049175,0.0,34.89168355441057,36.30772801782075,115.6425458616808,36.00768549036909,5.985344130379671,32.422545216959406,52.776789064215386,99.41395003044201,77.5066472803657,119.15833732821868
515.56,0.0,9.460497096872755,32.57330379085836,29.883528600773026,4.712492214972902,24.304677218381453,19.64419594659757,31.898655601290354,12.993100767837596,10.769982636666926,9.405432273076697,0.0,32.94563741634438,12.524837433162496,18.505179303448642,14.520358142503389,28.089352739965022,33.20240737790178,0.5901478682296962,25.424324707286477,4.456726928100458,3.9165114862920483,0.0,32.84351795649021,11.332415638496817,18.74727921816838,27.56098237669709,39.33889411102626,36.51886632872781,33.81552905874115,21.146851237467025,18.38619421280647,9.735878396423201,0.0,22.54637803093484,27.69507270955197,17.777349357497613,22.741677292498583,22.206244227535105,15.012070199821391,5.116339094391872,40.127911589357744,38.603188042981095,9.903452512008233,0.0,47.05521567428735,44.91635496832257,15.192220323717654,26.986751278755236,27.54625251171367,7.624047467463603,4.484912622105235,6.313587590101326,43.821173415549936,40.604001667004546,0.0,1.0905464595978451,12.588548652926743,52.95334943922031,3.4587651252317526,35.798175124252325,10.289056444306949,34.09916018330629,27.573546704924713,43.51381472986614,3.945839954150646,0.0,75.9407406759943,14.80875963984431,36.387873234147364,61.79626997893615,61.30440279541179,7.13698499505618,78.23668912800161,70.50962221243023,63.44115941253382,73.50875796770198,0.0,17.47780015178204,50.81022196901926,71.4468732877833,11.754576341577081,84.97697567179475,61.07484731990511,2.1131000910445334,29.91884153583047,37.85214966218385,7.52970162997091,0.0,35.28888362774439,39.072196658599225,67.48919071524107,32.25329393451284,64.82134244572197,42.03800596894611,87.494437485829,67.10927829782518,18.83349040958536,35.02291190490914,0.0,129.6905353168645,33.4393292088679,8.218779408006732,15.922139279990246,125.55657398504488,72.31463441267803,50.82293918364161,128.4585381773769,83.32696969863218,54.4401075206176,0.0,109.2760827697892,18.8603558388446,68.76255385253185,114.32176668003625,89.24723509554147,65.67488278054738,45.11128733419318,66.2114098246351,54.31229263018251,48.420889662596316,0.0,118.27331307410316,15.246269295533162,73.76259333976992,93.86355463837072,127.93448586441639,113.807496561848,107.47344963207608,72.08124970409628,116.87877730089524,99.67498138362153
517.66,0.0,34.399454584730414,19.157477209832376,5.777905145260884,23.351838428030636,17.354743851396588,31.1430050002633,14.259832272535975,35.42569771307687,30.356609556588204,25.765162634089013,0.0,13.527266219844677,3.6089730538998754,16.46627906200968,13.33147507953276,28.69430225787615,24.04635987483577,6.232757274336485,35.36115569917181,11.664325988191678,31.604368595016037,0.0,31.310986414175918,10.141075733240514,11.058406988736996,2.0392158513565057,15.917414927435802,30.52498421741203,13.871652857288668,9.81471317089578,33.55134359966485,15.701179831209759,0.0,38.82332315281567,40.65479092062735,29.540478253615444,5.8178974087169335,42.666192011197325,23.721129044936735,34.23137289246379,51.80059093894862,12.843162594756071,46.927467742797816,0.0,41.66135811147191,37.390664444667976,17.7992986366722,26.308074342090514,24.857646489819572,47.77251261803594,31.04919211336476,38.44976030425459,37.38121786776399,25.870804854446455,0.0,35.435536062025704,53.546830987849006,28.528848616001195,12.322389316469241,45.75834738886969,1.911270899981162,44.86194261893092,39.19793615531884,1.7821818585739584,1.5763063577159775,0.0,2.328285684845342,51.932427917046276,22.76671393238694,56.02280524987871,26.99954623740416,6.8754020217648755,12.030374962970024,48.84252755590212,56.03474574017573,77.14685855891872,0.0,88.98111042222337,61.48397735973668,81.35312095713097,21.92866212706991,16.355809333573493,4.845240485194244,8.21041703423516,37.92711604106107,71.88617751934835,15.11013694815479,0.0,33.6110884862169,66.50316540525196,30.780963992369752,4.918328887969209,4.6943159149969915,61.882390890852584,71.18754770955962,21.000451533859685,58.850336739396866,86.46395186377353,0.0,8.951011584542739,86.8909132019768,57.94887063517587,108.37922372512675,56.57649799981544,25.514433104987862,25.393733632112973,33.96167863865055,131.44605531073353,112.55522062373633,0.0,58.42368348482374,124.79814456343296,124.50668388103581,57.55827305304034,28.272451115371286,27.586672691299217,119.26064083466383,42.32851640390493,104.14544132329408,119.3186477771855,0.0,1.793623778969722,107.87103835487217,81.34752909073839,60.85129268364621,111.70302727963809,114.3916463073362,68.30692325518278,59.355315562175825,101.95230121866453,112.18915543219373
