wavenumber,PS_PMMA-50ppm-3,PS_PMMA-50ppm-3_1_augmented,PS_PMMA-50ppm-3_2_augmented,PS_PMMA-50ppm-3_3_augmented,PS_PMMA-50ppm-3_4_augmented,PS_PMMA-50ppm-3_5_augmented,PS_PMMA-50ppm-3_6_augmented,PS_PMMA-50ppm-3_7_augmented,PS_PMMA-50ppm-3_8_augmented,PS_PMMA-50ppm-3_9_augmented,PS_PMMA-50ppm-3_10_augmented,PS_PMMA-50ppm-2,PS_PMMA-50ppm-2_1_augmented,PS_PMMA-50ppm-2_2_augmented,PS_PMMA-50ppm-2_3_augmented,PS_PMMA-50ppm-2_4_augmented,PS_PMMA-50ppm-2_5_augmented,PS_PMMA-50ppm-2_6_augmented,PS_PMMA-50ppm-2_7_augmented,PS_PMMA-50ppm-2_8_augmented,PS_PMMA-50ppm-2_9_augmented,PS_PMMA-50ppm-2_10_augmented,PS_PMMA-50ppm-1,PS_PMMA-50ppm-1_1_augmented,PS_PMMA-50ppm-1_2_augmented,PS_PMMA-50ppm-1_3_augmented,PS_PMMA-50ppm-1_4_augmented,PS_PMMA-50ppm-1_5_augmented,PS_PMMA-50ppm-1_6_augmented,PS_PMMA-50ppm-1_7_augmented,PS_PMMA-50ppm-1_8_augmented,PS_PMMA-50ppm-1_9_augmented,PS_PMMA-50ppm-1_10_augmented,PS_PMMA-100ppm-1,PS_PMMA-100ppm-1_1_augmented,PS_PMMA-100ppm-1_2_augmented,PS_PMMA-100ppm-1_3_augmented,PS_PMMA-100ppm-1_4_augmented,PS_PMMA-100ppm-1_5_augmented,PS_PMMA-100ppm-1_6_augmented,PS_PMMA-100ppm-1_7_augmented,PS_PMMA-100ppm-1_8_augmented,PS_PMMA-100ppm-1_9_augmented,PS_PMMA-100ppm-1_10_augmented,PS_PMMA-100ppm-2,PS_PMMA-100ppm-2_1_augmented,PS_PMMA-100ppm-2_2_augmented,PS_PMMA-100ppm-2_3_augmented,PS_PMMA-100ppm-2_4_augmented,PS_PMMA-100ppm-2_5_augmented,PS_PMMA-100ppm-2_6_augmented,PS_PMMA-100ppm-2_7_augmented,PS_PMMA-100ppm-2_8_augmented,PS_PMMA-100ppm-2_9_augmented,PS_PMMA-100ppm-2_10_augmented,PS_PMMA-100ppm-3,PS_PMMA-100ppm-3_1_augmented,PS_PMMA-100ppm-3_2_augmented,PS_PMMA-100ppm-3_3_augmented,PS_PMMA-100ppm-3_4_augmented,PS_PMMA-100ppm-3_5_augmented,PS_PMMA-100ppm-3_6_augmented,PS_PMMA-100ppm-3_7_augmented,PS_PMMA-100ppm-3_8_augmented,PS_PMMA-100ppm-3_9_augmented,PS_PMMA-100ppm-3_10_augmented,PS_PMMA-200ppm-1,PS_PMMA-200ppm-1_1_augmented,PS_PMMA-200ppm-1_2_augmented,PS_PMMA-200ppm-1_3_augmented,PS_PMMA-200ppm-1_4_augmented,PS_PMMA-200ppm-1_5_augmented,PS_PMMA-200ppm-1_6_augmented,PS_PMMA-200ppm-1_7_augmented,PS_PMMA-200ppm-1_8_augmented,PS_PMMA-200ppm-1_9_augmented,PS_PMMA-200ppm-1_10_augmented,PS_PMMA-200ppm-2,PS_PMMA-200ppm-2_1_augmented,PS_PMMA-200ppm-2_2_augmented,PS_PMMA-200ppm-2_3_augmented,PS_PMMA-200ppm-2_4_augmented,PS_PMMA-200ppm-2_5_augmented,PS_PMMA-200ppm-2_6_augmented,PS_PMMA-200ppm-2_7_augmented,PS_PMMA-200ppm-2_8_augmented,PS_PMMA-200ppm-2_9_augmented,PS_PMMA-200ppm-2_10_augmented,PS_PMMA-200ppm-3,PS_PMMA-200ppm-3_1_augmented,PS_PMMA-200ppm-3_2_augmented,PS_PMMA-200ppm-3_3_augmented,PS_PMMA-200ppm-3_4_augmented,PS_PMMA-200ppm-3_5_augmented,PS_PMMA-200ppm-3_6_augmented,PS_PMMA-200ppm-3_7_augmented,PS_PMMA-200ppm-3_8_augmented,PS_PMMA-200ppm-3_9_augmented,PS_PMMA-200ppm-3_10_augmented
498.72,0.0,53.34472393738737,12.5398434808919,14.134093001412436,36.340757010094244,41.0279302625844,12.883287679886333,56.92157240257213,7.109973477288267,54.87150413086414,14.221629143303915,0.0,52.2521787536748,11.519376475383753,8.445119213234102,20.567982543269583,12.81019005410444,5.57318938628306,6.757547499151637,3.4001839275889756,8.098444043830415,42.70976515448364,0.0,66.35424631681842,14.683198034196169,65.15252079952342,57.568696256406106,18.808369148638707,25.108520973327856,48.00060902421716,17.291575624421736,69.5513664298059,60.56400332079612,0.0,67.4769316012842,7.628258711464124,45.8573259596362,47.30575588232256,91.42364351397782,31.646632899719354,70.00152204075162,81.10614144478308,83.84294621946785,17.878118994716733,0.0,3.6875350015586172,38.66934397167717,38.20647196707415,26.770033613347763,18.33291724768375,97.21914665433566,53.48655564494863,53.09157035852546,28.857223223970898,16.268733213590444,0.0,7.136626204959285,76.53315227426978,4.158947078455755,84.45142706152417,94.74306078705897,0.00741976749487324,12.429159893689274,23.536725999624316,14.99304185102446,44.24099096544276,0.0,123.24290501755269,6.331980653510342,107.3865479809951,77.11165826458885,52.80386537679279,123.76166737623002,120.86436922782961,51.454820571024726,54.00252104814026,97.86740619341182,0.0,85.85829067511571,107.22994657425808,62.22069586045234,90.63288188929316,73.23257318566161,90.12371043598488,35.39790211736505,74.90889915723587,15.04002341742112,120.70395415455066,0.0,76.5847361905316,95.87517836183905,43.91383962469263,0.2940882932050553,17.547637600119632,92.42730666705643,117.79491117475038,83.05530735662313,66.50272007895822,66.00178057308234
500.83,0.0,61.051794600098674,68.97882502706749,36.3610586804094,54.19923423512082,44.39333104798045,48.82589960394299,52.55022630891385,17.302420299364247,58.60829708264524,68.45918132407427,0.0,56.442265056983516,37.470299535283026,58.13697322032557,4.67441310938972,8.582263276612137,70.55692917631914,46.39427887893135,33.58387949823524,55.371572438436196,61.54234331089419,0.0,31.695385082992967,15.827699338327303,42.97493961304489,27.687261768507778,7.462969909952593,62.73425405292026,3.908076924534849,31.107934441535296,60.93716927733254,22.211028545855164,0.0,37.65467679437377,58.89780111188578,67.70867558347139,66.03781423852483,91.98003762133152,27.037655315850813,4.121438264467912,97.82430685492493,7.746447270392265,37.45731581909463,0.0,60.72499181422656,18.84508808592091,90.29706949490021,6.882579160758777,16.294083511001453,53.3666989087919,19.42516474353476,96.32004659616669,40.94222135359279,25.10538342234597,0.0,4.698516158396661,21.245274537578492,94.10992469501592,71.60822265918856,74.39197241505552,87.34477276701459,15.672481241514609,24.457146135592684,94.34953707693668,87.71685117998615,0.0,54.30219064469831,53.534760313119605,95.41944285142164,8.570127446698264,63.667737697684174,116.84872383421515,27.74388045069652,75.95737137046012,71.82678264258762,102.09217295655414,0.0,110.03514769643049,38.45346152345364,15.620606908362577,111.46622392784457,84.08278965875401,19.564019562948314,4.981676025689815,39.35058584932142,73.04252167666009,106.64739766658471,0.0,38.65237381233007,104.28140930008985,50.5683028019196,61.06466727029147,99.5594698983531,32.064443108158315,23.982605016388575,87.73048132244051,96.08150935688194,72.6686790068159
502.93,0.0,15.871488781416282,41.521984645061906,25.67302009718261,1.4090708567872094,0.594331201929523,25.02411585789938,29.98468717860564,69.43845881066983,19.598496974881613,14.802493069419636,0.0,37.47035532230331,7.9712993584917315,47.34553613469341,1.9460129280460685,15.915075300650818,6.406280509746541,37.652092461763864,3.010456408909465,61.39409236750749,2.5187196216713823,0.0,1.3477715499649252,25.29234521237037,23.506759139207904,16.769890965451808,20.005837208549842,63.902660392624696,2.9927486332462254,2.5815690161859135,51.703201142774496,43.813893171834074,0.0,25.35771142048351,24.60970332680737,20.449189249662677,44.23812338033137,99.70887261312434,96.45627018071173,67.90804678584878,94.74104436840094,31.03552171298595,12.164991854743146,0.0,81.04564897977225,96.33719829342336,5.488219718128181,30.80148375863362,63.608412072390976,5.365593454732543,2.6213979679714616,51.51267639180338,0.6824537394293977,7.981580516680654,0.0,9.743068194954336,48.30326132468625,84.16865106961623,77.69002328435566,63.58408396393843,27.010616589862998,28.13713606659444,61.636266464382466,56.332200364868406,41.68736745594814,0.0,37.8002348395212,45.1374169121775,56.23839765023127,26.10425207986143,124.1124126652354,24.668244635348774,43.248528298168374,17.424358822764745,94.81392412279726,85.82486536505837,0.0,94.04276823228727,60.244004499717995,119.93481455941614,35.17517742814906,113.88973073709998,33.720592916484996,52.04573678154867,53.197228335483864,85.89707398800971,26.92332011502771,0.0,81.10755419162733,1.746606855593418,12.812169325606705,7.428441032790897,111.77639136623958,80.60152123589118,88.09150569854937,43.98034257965187,5.000737497537344,6.753963243222313
505.04,0.0,8.482161375798205,65.99635385559702,48.35682255870155,13.822118254358703,30.03028676255292,30.220461861011735,11.437826143862404,52.17150392643505,65.92800666213309,29.641054685999134,0.0,51.37322205966205,33.045884933268226,30.136681332277355,39.73425530930534,50.461239887345386,41.10074984708098,18.298046661545065,38.503452197955355,44.07938390074244,23.596635815693404,0.0,16.688115632599008,64.05660586719151,18.97506403577368,2.9229063540661224,30.63417467991985,63.77791361776534,32.76933224355568,10.477691041192163,22.52945077973474,50.353666549561545,0.0,29.53936473402339,50.11649392872957,92.83613307122853,82.17681796452995,29.964044019385806,34.095655150414856,93.51452440852167,34.55671108033849,4.046123895306196,16.743212786176517,0.0,72.21823532229459,47.47472281607046,12.928413364974892,20.478115490270326,48.01089191734731,18.351927289652398,30.167469838342733,75.35972254946367,81.78053505141658,50.80073717799256,0.0,95.46769580406946,20.997488075815678,22.994783376138653,13.268009713870454,66.28543098931482,68.12466861672985,1.058333281774936,68.07136079738028,76.2913311816422,15.738989821593279,0.0,118.09777421030833,98.78935079079783,119.49398499273585,81.41380176680103,54.170891818071716,36.984526751342045,78.4115813083027,5.509612234172624,12.035262474597967,18.846080255693632,0.0,42.38533940365865,15.300154111353688,73.66817329656925,82.72010969316597,21.68120147035669,119.81029094457753,24.014811395295514,93.21572368695375,43.21902648066021,42.20890147373224,0.0,77.14890910432854,6.36290589722568,2.892930203977705,45.99144564700236,94.73539723744972,53.91433576771474,73.65555451581477,59.25532299910975,49.754837800095785,76.04192251651357
507.15,0.0,55.74545188580013,38.67803543343382,67.21200990420229,38.574630511024175,45.86901840008621,33.751121915188065,44.06920870699609,34.77384589950494,10.89324809604546,28.414534305649795,0.0,1.544261894280198,4.099803975365901,21.916490085031732,67.96794084393487,15.419532783913175,26.79862094455197,16.069544285802454,38.65086585569722,17.138708666514354,47.697204026716506,0.0,9.032563694816888,17.420891861157724,14.900739123341516,9.15614175769504,45.45101964198917,37.97711291109302,52.79497124559705,0.2020988928229878,48.36891817107137,9.395031978147342,0.0,55.96169535521301,0.04397641323634171,90.40894681735962,19.240443980012046,2.502213295934108,87.86540774658891,22.40731925137105,37.92168451014592,57.52635834645896,29.12989392550309,0.0,60.560719886682975,48.13475599657006,21.034624928694534,39.60708104837907,91.86690583527083,86.01397481064352,33.79091040802406,11.060961246403322,4.716739932357891,91.89233230963858,0.0,11.43138818758331,4.473986547194876,50.15672106721997,68.23387524943861,64.89242341042866,93.82448939492527,73.02789303211321,32.81665206144009,52.5899976878988,8.92064744234777,0.0,10.644161186474777,104.95212078460983,23.288554174108903,111.75921802700172,35.602973920991865,111.88332141527282,17.197170105806176,106.88182057475,101.2843143764283,109.52021824204476,0.0,117.36433779872375,107.45988695302148,59.361752541711226,35.433834733067336,55.582734516841256,36.79941973265706,21.515020222261086,2.1617070957526003,103.09970086020684,78.4621137126536,0.0,6.652009029832054,47.57879117518674,17.861844026438163,90.85542858675733,29.233397642437236,54.714813983937795,80.87435792750489,15.715823369746683,70.64495844161978,115.49059362779758
509.25,0.0,52.273978604995406,46.010139525106126,43.81379001186569,1.5666185019850416,42.12114304931754,12.518653987591868,66.27770651874725,42.3840243391569,45.74827003686933,62.76141812974117,0.0,46.81003887579567,31.31036461885516,48.0769846349736,29.22863256213124,58.79522703336306,29.87407062686519,16.49019698564225,1.5163507187735117,54.33299689328294,9.535696523479643,0.0,5.564810649879916,54.38310463549483,60.877311178880944,22.441076370884474,15.47473274345111,34.93503413736545,4.4178114266886706,20.035319798583096,54.02074374555096,39.837238549154094,0.0,13.629040231655116,2.3547641636253784,37.33749380335812,2.579144138826054,17.696700819488566,99.72372282556111,5.76404643630347,81.76911715732912,11.305011519628982,68.21727291681314,0.0,8.365823642891138,13.474133959901618,92.39396129234447,28.480998206291698,48.38222217611363,49.58181156092752,54.31244592243565,83.27787751258418,33.45643428469698,82.9906475555229,0.0,38.76949635623307,31.94260027678347,61.56237268075319,29.45831660037454,89.66436240643456,28.1518848245598,76.08131401032274,2.158058347132207,1.8340491045238854,16.95651890793221,0.0,31.388888360397747,77.4052593390854,17.792083259599085,28.806515892632593,10.903923078148049,96.70996072289329,64.2090935212921,39.92357497750396,57.06805159521083,75.91359220746408,0.0,42.980583162351266,119.0266960243763,30.12945505605441,37.604304786992664,120.9961697986274,92.14778173741367,56.38777635420318,23.78715298678144,52.2519186808845,93.49609274196347,0.0,18.823534055136797,6.636825736086212,17.920775527295362,19.15714310515814,0.1285045848868103,97.19896089929466,51.039346674731526,60.41667168156204,101.1475594916566,27.654767208035647
511.36,0.0,17.466761849301463,61.6099483753993,61.395559693069735,67.57862498095432,62.07032702456682,32.57333919303065,65.5314994111562,64.74391929438238,57.57179257184858,35.35084403555019,0.0,70.14926213885269,31.19049738201338,12.796389596255029,59.99851179231662,21.35354962244672,67.52772287756548,11.546442120904139,14.384922550016215,55.07578401383351,16.02261639070384,0.0,7.469525616083008,64.32567828169046,17.803935714272274,49.66441845614201,23.122819851019454,54.247551978229914,61.46640268344388,17.591945045934974,28.392698229421214,9.702236151921865,0.0,21.209516164746834,71.31681910336653,13.17973520701456,90.69715807740127,42.26012884178324,78.25598757122452,44.32768050971511,87.86474944910286,58.87804255052337,18.641028115817434,0.0,71.38689006352261,77.2731485033632,71.42121758255345,25.86705641511084,3.69469141216638,9.688786096790283,8.683401304022778,44.47517468379821,77.1415769867761,16.106406071533463,0.0,76.55312143166263,68.96682070242213,46.3596287681414,66.59162976852322,34.85411284515595,35.392989467706826,46.5876354683886,47.16184719733169,9.108107128591287,56.1351716297779,0.0,30.285935262189312,112.06261438192249,58.39449430014799,120.52655153717494,33.66575809180396,100.93188459530819,103.42279036762149,42.61203036756213,49.95848765899087,13.676006422808397,0.0,29.733288795299046,56.59613386825595,66.06853593502503,35.29420001452496,3.435330873456672,50.18291114226721,41.76362182663025,98.78661619285096,94.35072661279423,25.449489896413372,0.0,59.37278859950325,21.387175289741105,72.92472054340494,92.72074590813665,111.91289760416635,14.289608543389011,40.57087174520969,68.71414973066676,99.56357128156674,109.97682061950044
513.46,0.0,44.17740343221611,16.51848974815534,11.712888581087858,55.78784047940226,47.831576796969415,41.14369720660586,64.03320404801877,69.7490323916227,36.784284540600446,38.8702891060905,0.0,40.279579759573075,32.61127858189991,13.730758373479622,46.02270113287165,13.940435568570573,23.953125568901164,13.1389227674743,53.47656762065393,70.50989223635722,49.67200004743053,0.0,65.18546750421832,67.94450258060303,8.080637278909784,13.414238214905014,30.86731671366481,60.68613465163768,47.60250990309189,63.50863480546989,56.066099996555955,14.801593343693868,0.0,56.553295540537434,63.244499136355145,9.035773887708741,87.59755713620027,50.70101285418933,71.38789372158298,53.23793126911256,95.0200979714549,96.5546011563477,36.39621769036949,0.0,17.472322295225627,56.34316498789229,88.13218095921881,50.33227600072801,80.41289022894014,90.60984992567688,34.60980033028519,6.142737409622208,79.75957840377599,62.22139812632115,0.0,18.660211645273787,35.646573023270776,53.934984781482505,39.29474083588751,5.727797053604034,57.72164185522704,10.101986900292827,56.3429375846071,19.579963423540384,47.77015729180595,0.0,91.6389415186027,11.728889361910827,118.10710209648867,117.16131287608901,88.15122713244463,16.538401889656935,102.04586821699624,17.135915657679377,3.331818581977315,86.88989827485716,0.0,75.45264444462903,51.31369263020383,22.91228571372718,61.30526328190007,87.06005036110537,64.59430023729635,65.0224132462802,88.23891919348613,76.23156361838133,57.829961888705,0.0,101.1403283792356,54.238611035932074,70.71604039139386,43.07437066397604,68.88466373266776,46.7272943963394,86.95925003351233,56.48124664907978,51.26577085074527,45.940888272563164
515.56,0.0,34.597967635902585,40.393257278698556,4.700643896689901,48.90711818170583,46.431318333694016,9.360707411804789,11.360468619929101,32.704372271460464,10.026230078810197,17.990969022724578,0.0,17.550954690888847,11.150203122007012,42.14226555340826,62.02402682398661,31.76169972150193,49.731644977100125,47.48444670434778,21.344117227044777,51.13983951708795,15.464336228755732,0.0,17.66141124259113,46.73167110987763,36.811926155305905,20.157473899037498,21.77988063831781,44.73197537541799,36.17343452147163,9.609602024564579,14.912127705248603,6.213190365888576,0.0,31.943118040049445,48.67176666215796,56.22227417611148,4.239167444490672,34.52919107828044,85.36605239386158,17.338130579619914,81.4581126615725,84.63847599773243,59.74548310471636,0.0,71.3715753205802,45.82687921781828,19.19560824753179,85.32037636512085,62.9489985749948,79.41209762149744,72.55126954658225,27.168870974745587,43.647020835560596,16.390845852632026,0.0,39.01085631978114,19.337466016316156,23.433341961055632,65.33914618632049,62.437186369583316,28.361884890553487,60.67624127978453,56.539580499553885,71.1161071073975,9.82830751686741,0.0,44.58878083832316,0.5557805153063137,22.771325640856226,113.52008084034922,12.440244936365627,13.875227912560893,3.970262777839908,16.480999587653823,25.639381680529286,89.7879262511362,0.0,55.978570071831186,73.3279895132683,50.35653916524052,112.58600938162077,97.07194420930277,35.759994445041855,106.2840267074441,62.89310985644712,62.274740783845765,77.9658448339748,0.0,55.19380652755644,111.59671327775496,7.836912456260554,105.56317760081447,96.31707859412448,9.116579284885828,6.651614822225115,109.14874738262472,89.61838347342861,24.016864562066385
517.66,0.0,51.9971095372659,63.97766009985655,36.3534259610324,38.148503327425125,40.69060477887765,20.17557804071991,3.5674657990355767,41.37762866642173,20.900553879485948,14.582963519404393,0.0,60.35819397706965,7.426711320293302,20.168636271303967,62.451241112556964,4.827686715309636,30.96746204959989,59.89238077652986,55.80082550105422,69.48274027818776,39.63975106191442,0.0,54.118764747209106,39.092008297616225,18.68122675485994,57.563236646133596,18.26380006753831,2.7918107841441127,51.58408138919775,64.36835149294764,1.4818783018216966,44.14669708039793,0.0,21.50853010047583,33.582884673082596,57.801288494658834,60.931128307740344,39.474201922881704,32.908381481859124,15.920846982161889,38.779938077147996,77.13291952836843,64.9650191081912,0.0,93.97213467013646,96.30490237219817,39.67137271908419,6.892610428051831,72.11117282396582,88.64862618826915,87.58468559273034,81.90672589027483,20.35008854584221,3.379575023174712,0.0,22.925924284354487,23.835025489421835,12.466468053643403,78.38606307175336,28.009931280922594,10.372865703294766,28.862243905455085,41.78827320592271,83.12637960731536,77.38315839624633,0.0,96.24187826277266,123.3393387108504,32.60426994783146,19.06980598126996,89.12535912025238,0.012759169014255896,77.98082380853627,122.97010049465193,100.66762522891794,0.7603034123375644,0.0,72.8318971558775,44.72181152106914,84.88260209114041,62.162479391053104,6.553334870814759,114.6429206120747,86.31657658304115,102.55368713164215,39.78097267115166,61.64963554315119,0.0,93.6562295981094,103.14985751598536,68.31563761832018,46.988138641090586,39.42923979801491,15.917819176973909,56.56814433363564,68.9470325576832,43.526505131319375,36.52536877534859
