wavenumber,PS5ppm-1,PS5ppm-2,PS5ppm-3,PS10ppm-1,PS10ppm-2,PS10ppm-3,PS50ppm-1,PS50ppm-2,PS50ppm-3,PS100ppm-1,PS100ppm-2,PS100ppm-3,PS200ppm-1,PS200ppm-2,PS200ppm-3
1758.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804.04,0,0,0,0,0,0,0,0,0,3.4,0,4.01,2.74,0,0
1805.39,0,0,0,0,0,0,0,0,0,3.4,0,4.01,2.74,0,0
1806.73,0,0,0,0,0,0,0,0,0,3.4,6.73,4.01,2.74,0,0
1808.08,0,0,0,0,0,0,0,0,0,0,6.73,0,0,0,0
1809.43,0,0,0,0,0,0,0,0,0,0,6.73,0,0,0,0
1810.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818.82,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0
1820.16,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0
1821.5,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0
1822.83,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0
1824.17,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0
1825.5,0,0,4.97,0,0,0,0,0,0,0,0,4.37,0,0,0
1826.83,0,0,4.97,0,0,0,0,0,0,0,0,1.75,0,0,0
1828.17,0,0,4.97,0,0,0,0,0,0,0,8.96,2.24,0,0,0
1829.5,0,0,0,0,0,0,0,0,0,0,8.96,0.5,0,0,0
1830.83,0,0,0,0,0,0,0,0,0,0,8.96,0.5,0,0,0
1832.16,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,0
1833.49,0.62,0,0,0,0,0,0,0,0,0,0,5.77,0,0,0
1834.81,0.62,0,0,0,0,0,0,0,0,0,0,5.77,0,0,0
1836.14,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840.11,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841.43,0.76,0,17.57,0,0,0,0,0,0,0,0,0,0,0,0
1842.75,0.76,0,18.13,0,0.2,0,0,0,0,0,0,0,0,0,0
1844.07,9.88,16.76,18.13,0,0.2,0,0,0,0,4.67,0,0,0,0,0
1845.39,34.66,42.1,9.7,0,0.2,0.83,5.61,6.52,8.66,25.15,7.99,19.73,23.9,11.54,33.53
1846.71,34.66,42.1,9.14,0,0,0.83,5.61,6.52,8.66,25.15,7.99,19.73,23.9,11.54,33.53
1848.03,26.39,25.34,20.55,0,0,6.03,5.61,6.52,8.66,20.48,7.99,19.73,23.9,11.54,33.53
1849.34,5.94,1.32,21.94,3.95,0,5.2,0,0,0,1.51,0,0,0.71,0,0
1850.66,5.94,1.32,21.94,3.95,0,5.2,0,0,0,3.91,0,0,0.71,0,0
1851.97,18.28,20.96,16.77,3.95,0,0,0,0,0,6.62,0,0,2.46,2.84,5.07
1853.29,21.88,35.98,24.54,19.5,6.46,8.14,6.05,17.19,5.36,23.11,24.5,20.83,24.06,28.87,18.98
1854.6,41.02,36.87,24.54,19.5,17.27,8.14,14.04,27.3,9.98,38.25,45.84,33.49,55.81,39.95,30.94
1855.91,63.17,49.1,45.85,36.96,17.27,70.19,40.08,45.44,41.64,58.01,74.79,52.42,79.35,76.03,55.63
1857.22,68.7,32.77,33.54,17.46,10.82,67.01,34.04,28.26,36.28,44.53,52.62,31.59,57.04,50.86,43.07
1858.53,82.29,58.1,59.16,57.65,18.49,95.07,26.93,28.77,36.81,43.12,61.54,39.13,54.08,53.09,50.26
1859.84,66.81,34.03,55.18,42.31,33.34,43.48,3.13,20.24,5.15,21.69,38.75,36.64,38.74,14.18,24.42
1861.15,71.6,59.52,67.79,49.11,33.95,51.14,3.13,20.24,5.15,23.22,41.27,47.75,48.31,15.02,26.55
1862.45,55.56,36.89,46.57,22.48,30.57,23.08,2.24,9.62,0,7.1,11.01,27.54,19.53,1.69,7.41
1863.76,75.45,64.19,47.62,36.09,31.77,48.44,13.91,7.23,5.45,26.13,18.69,31.18,29.33,13.48,19.7
1865.06,70.95,58.77,48.27,48.27,38.88,53.37,16.25,15.54,8.32,30.79,31,41.12,22.76,21.79,20.62
1866.36,71.38,83.27,72.85,58.7,43.22,63.72,38.12,16.69,29.38,57.26,60.24,58.9,50.11,53.75,49.32
1867.67,62.75,77.39,75.71,73.69,58.47,53.8,39.37,42.88,45.59,66.86,82.48,63.44,65.81,91.99,62.18
1868.97,89.94,74.32,99.39,71.48,78.18,62.34,54.81,41.6,68.33,88.32,102.58,69.5,93.37,114.42,93.24
1870.27,109.51,86.64,99.11,83.62,72.57,75.89,59.01,71.07,77.49,97.18,93.43,84.64,98.34,116.59,87.71
1871.57,108.57,93.44,124.99,76.22,64.42,80.57,78.06,75.06,99.18,107.24,93.14,88.31,116.84,113.63,102.37
1872.87,97.13,95.74,110.03,79.61,70.73,90.71,87.98,91.25,96.39,93.83,87.36,88.83,114.53,116.18,88.56
1874.16,94.5,76.52,100.89,59.79,74.16,87.97,71.09,71.63,83.13,61.27,94.12,62.54,96.74,98.26,74.6
1875.46,83.25,55.35,58.12,48.31,61.27,61.57,42.94,34.76,44.96,39.12,78.61,45.33,46.69,58.09,34.4
1876.75,98.61,73.45,74.62,61.74,82.61,76.75,41.44,31.86,38.42,43.94,92.08,55.08,45.95,63.55,41.16
1878.05,67.89,68.14,86.06,65.07,65.33,78.82,38.24,27.26,35.19,69.72,83.84,59.14,53.84,57.31,58.88
1879.34,83.78,99.1,101.76,59.97,91.14,104.46,51.35,36.3,46.93,64.81,92.57,71.83,70.37,77.38,78.92
1880.63,76.93,105,81.39,28.76,52.51,83.66,43.09,28.31,47.64,57.54,70.27,48.15,74.53,57.41,78.92
1881.93,104.24,122.38,94.83,56.67,79.86,98.32,61.7,22.85,63.55,69.45,90.82,65,82.22,68.96,84.11
1883.22,100.03,96.91,100.1,72.37,86.81,119.43,75.5,44.25,54.31,85.22,97.9,67.03,90.09,60.37,84.49
1884.51,71.19,78.15,87.75,91.08,103.42,111.88,57.56,40.4,37.31,77.73,85.06,61.81,61.72,43.53,67.62
1885.79,74.18,87.54,66.88,73.24,121.49,117.44,49.3,57.41,12.69,51.44,67.4,55.78,50.53,45.87,61.27
1887.08,72.54,103.64,59.04,96.41,111.9,86.68,16.32,26.42,5,34.55,31.3,44.82,35.75,52.63,40.01
1888.37,85.17,112.67,95.81,121.14,107.54,105.48,23.27,32.82,28.62,42.97,37.36,53.16,46.61,50.69,36.71
1889.65,108.16,111.74,104.95,130.87,121.17,108.96,43.82,44.63,46.8,55.47,41.49,75.92,51.54,44.16,42.49
1890.94,109.2,106.52,119.79,128.61,119.15,124.77,52.59,67.6,60.55,63.71,67.56,84.42,57.23,45.71,63.01
1892.22,139.28,108.67,122,149.02,145.8,136.58,85.64,92.91,65.57,79.69,96.18,123.33,86.99,89,105.29
1893.5,117.84,98.63,119.7,154.54,127.56,123.84,62.21,70.41,53.11,82.2,98.32,111.76,84.27,94.82,96.09
1894.78,116.66,112.53,121.32,173.96,138.21,144.65,101.76,92.22,80.29,97.34,103.43,124.49,115.86,119.94,113.52
1896.06,107.19,123.46,115.99,163.71,141.19,138.81,99.06,87.11,80.23,94.23,91.62,99.96,115.18,102.8,95.03
1897.34,118.64,130.98,121.24,164.02,146.73,160.85,113.33,104.97,97.13,104.41,100.77,97.4,123.82,116.63,114.84
1898.62,131.69,130.1,125.42,173.21,167.82,167.11,91.23,96.8,81.34,114.9,106.23,108.8,122.75,110.09,117.29
1899.9,142.44,120.59,123.64,186.41,168.58,213.71,93.56,97.71,72.3,123.47,107.09,105.62,106.76,121.96,123.82
1901.18,149.56,129.44,139.89,196.27,162.34,203.97,93.63,112.04,82.68,117.11,100.37,110.51,118.84,111.25,119.76
1902.45,139.95,105.89,130.4,183.02,131.65,194.78,67.4,86.68,64.7,92.72,79.61,77.03,83.9,83.84,100
1903.72,127.36,109.71,125.61,172.1,137.3,163.92,45.53,72.4,65.46,95.4,64.59,74.63,85.37,69.83,83.65
1905,126.48,116.23,110.86,178.85,160.6,165.73,48.08,61.86,39.98,89.5,65.32,72.64,68.24,64.91,83.72
1906.27,138.3,137.12,129.14,170.92,175.23,164.2,65.65,77.08,60.58,96.67,64.79,77.4,89.2,68.06,86.86
1907.54,137.49,130.38,118.45,172.66,170.86,150,65.7,65.71,54.27,74.93,64.34,69.56,76.23,67.29,82.42
1908.81,129.49,109.78,131.91,150.83,180.93,108.24,57.27,71.21,61.15,68.7,55.41,56.91,88.46,87.38,72.17
1910.08,141.42,114.11,132.63,164.89,196.88,110.36,73.82,73.67,73.66,77.11,74.11,69.23,88.98,98.1,84.22
1911.35,124.04,111.8,131.38,155.95,155.49,111.8,68.78,75.88,68.6,68.93,76.22,70.95,101.92,95.9,85.68
1912.62,112.81,90.63,107.93,161.1,119.2,144.02,46.88,56.96,59.73,48.27,61.85,61.53,92.71,67.22,69.67
1913.88,103.06,73.61,98.3,131.03,86.68,141.01,39.57,55.89,48.72,38.13,52.67,62.29,81.03,66.73,61.51
1915.15,119.12,76.07,116.15,148.4,120.6,118.43,43.11,54.36,63.58,51.18,50.34,80.25,83.86,69.43,61.54
1916.41,116.32,104.67,120.8,175.53,126.28,133.29,73.59,74.01,80.63,84.41,69.54,84.05,88.89,91.98,82.76
1917.68,97.88,126.63,104.81,204.65,144.29,123.46,66.42,79.42,67.09,94.39,80.81,82.6,92.32,83.94,82.06
1918.94,98.15,117.96,93.53,200.77,132.95,139.97,65.33,85.91,59.64,82.79,77.82,54.56,76.51,67.98,79.1
1920.2,92.44,107.32,90.27,145.2,137.27,119.12,50.66,54.81,51.61,61.25,56.24,55.93,57.43,55.1,58.56
1921.46,111.77,93.71,88.38,136.63,146.57,128.6,46.07,43.8,48.33,46.13,29.74,42.04,46.1,55.97,49.43
1922.72,124.13,114.8,98.51,142.04,147.2,120.73,55.9,53.54,60.8,69.42,42.99,65.22,64.19,72.57,63.38
1923.98,129.62,119.02,106.79,159.88,149.92,141.3,65.6,65.47,80.46,79.9,66.08,70.26,81.79,68.7,68.52
1925.24,123.15,126.61,134.76,182.05,150.63,143.51,99.04,77.16,113.54,97.45,99.92,87.71,98.8,82.24,98.4
1926.49,100.49,106.68,128.54,178.97,156.76,129.49,103.35,81.37,114.16,96.19,82.28,76.01,88.68,78.3,96.81
1927.75,116.18,116.1,129.01,191.22,170.55,132.12,101.73,94.99,103.52,100.34,81.05,78.72,87.62,83.44,107.96
1929,123.46,109.44,122.06,167.34,160.88,161.62,85.1,97.59,101.19,102.13,66.45,91.72,85.54,86.21,95.74
1930.26,118.55,114.59,117.25,149.22,186.97,173.89,69.32,83.05,100.38,81.76,85.36,85.25,79.98,85.84,85.38
1931.51,132.22,129.99,135.03,177.64,182.59,200.02,98.86,99.82,119.89,99.37,99.25,110.41,98.71,110.77,124.33
1932.76,122.47,126.64,115.38,176.93,203.76,173.36,97.36,86.56,119.37,85.94,99.43,103.19,104.08,108.33,120.57
1934.01,138.31,138.53,129.99,184.1,187.12,201.24,120.17,117.93,137.15,112.14,108.91,134.28,136.42,135.18,143.78
1935.26,116.06,122.67,112.84,171.13,175.69,179.65,97.29,116.62,119.57,96.3,100.69,128.66,117.72,120.34,95.96
1936.51,118.06,136.07,124.94,177.37,188.46,186.26,95.05,126.94,104.64,103.43,114.43,132,117.33,125.8,99.1
1937.76,111.3,123.37,95.62,179.8,176.1,194.41,88.12,103.57,83.68,76.86,99.13,96.65,85.56,112.89,82.21
1939,102.02,111.48,88.1,151.67,182.49,176.98,76.05,71.06,75.25,56.48,85.36,76.14,76.66,89.83,71.85
1940.25,102.88,89.73,88.05,137.62,153.31,159.31,65.51,59.07,67.34,41.61,56.1,62.16,64.94,73.3,59
1941.49,103.42,88.99,105.02,126.88,161.77,147.62,65.72,65.51,68.86,36.16,53.26,61.58,80.63,64.84,49.57
1942.74,118.99,90.62,104.01,142.46,152.21,143.57,78.68,103.69,93.12,58.45,67.82,73.74,92.4,98.13,74.22
1943.98,133.7,110.38,109.81,168.45,150.73,163.6,110.84,138.41,130.25,73.26,101.9,77.43,120.02,138.27,102.72
1945.22,130.54,131.28,106.74,176.87,156.67,141.73,138.19,148.98,154.91,104.59,120.5,108.63,128.83,149.26,126.41
1946.46,135.51,141.31,124.47,176.71,166.7,170.94,155.74,144.75,161.1,134.1,124.62,106.35,149.5,156.78,142.96
1947.7,116.28,127.47,117,159.96,153.82,153.56,153.16,152.39,158.49,146.14,131.59,114.26,147.36,137.82,138.37
1948.94,120.08,118.66,118.22,145.53,134.57,162.5,150.65,156.1,153.29,145.59,124.64,108.57,146.29,155.93,152.51
1950.18,116.12,122.42,109.01,137.62,151.86,140.63,148.13,159.79,154.4,109.66,122.65,119.18,138.85,141.01,151.3
1951.41,116.08,137.43,105.05,110.58,175.67,146.95,144.58,131.79,144.49,97.7,114.29,104.75,136.72,140.06,152.71
1952.65,114.27,139.68,113.66,126.39,195.67,160.8,135.66,129.09,138.21,92.04,119.9,120.29,126.89,132.74,155.43
1953.88,99.71,124.17,109.51,116.74,186.53,164.51,130.73,105.04,105.58,86.02,117.8,106.79,109.68,129.05,130.45
1955.12,94.06,103.57,109.27,124.94,179.59,142.42,116.77,103.62,96.92,76.62,96.67,113.25,86.12,105.32,111.76
1956.35,94.54,95.11,97.17,126.23,159.39,128.4,107.67,100.73,100.46,80.41,98.05,96.9,76.07,80.79,96.27
1957.58,81.15,77.77,99.19,114.6,137.94,116.14,74.43,89.04,96.19,64.38,70.29,74.07,49.54,61.77,78.63
1958.81,81.23,80.23,87.67,112.71,98.24,128.62,77.73,85.87,76.46,41.21,55.05,49.75,41.54,53.61,68.18
1960.04,68.66,70.38,73.84,90.79,91.5,127.73,57.11,56.46,50.81,18.78,15.69,15.47,25.28,40.86,37.81
1961.27,61.11,65.54,47.36,97.84,65.73,142.48,60.58,52.13,47.91,17,11.93,8.4,31.43,26.95,30.82
1962.5,29.43,53.28,38.79,85.75,89.49,122.08,37.68,37.78,42.66,23.62,2.07,6.19,14.78,18.24,32.16
1963.72,41.59,62.82,53.68,90.74,103.65,113.43,54.32,64.62,55.6,29.41,21.99,20.89,34.08,25.06,41.69
1964.95,32.01,56.37,53.58,63.29,94.11,86.41,57.72,54.51,47.63,29.41,19.91,25.18,25.27,27.19,43.33
1966.17,39.79,56.5,57.39,57.43,98.76,83.24,67.42,56.74,44.97,27.25,21.39,23.86,38.39,27.04,27.9
1967.4,20.21,38.31,52.88,53.2,86.04,59.04,55.54,47.06,41.72,14.16,18.23,9.29,25.48,12.64,17.22
1968.62,23.51,34.91,49.17,75.12,79.88,65.91,49.52,54.28,36.68,14.16,18.23,4.99,25.48,10.51,15.58
1969.84,18.08,34.19,42.47,67.26,58.2,51.08,32.59,51.21,33.38,7.89,16.75,0.12,17.84,11.37,8.73
1971.06,12.56,18.38,25.67,46.93,49.03,55.1,24.64,34.12,34.06,1.7,6.8,1.43,5.48,14.87,4.61
1972.28,20.94,30.48,31.78,40.44,68.23,44.97,28,47.67,59.05,12.86,10.37,7.27,23.58,18.24,12.28
1973.5,26.12,17.03,33.34,48.36,47.32,65.91,41.22,50.75,84.91,27.26,23.48,8.96,35.39,25.22,17.09
1974.72,26.53,24.16,28.81,52.8,44.26,68.04,50.75,70.47,77.07,34.51,21.98,18.71,45.86,36.17,21.77
1975.94,21.62,25.3,22.63,56.54,57.16,63.46,61.36,74.27,72.32,32.84,25.22,18.2,37.38,38.86,21.18
1977.15,15.95,29.34,10.12,53.12,58.91,43.73,60.96,77.38,59.21,18.44,24.09,17.66,20.87,29.51,16.37
1978.37,9.52,20.28,5.46,55.22,42.5,43.85,58.86,63.47,55.75,16.69,23.26,23.08,11.32,14.46,14.06
1979.58,7.65,8.46,14.98,58.16,15.28,54.81,57.74,69.86,55.93,15.91,21.05,17.74,9.08,19.72,15.37
1980.79,9.92,13.77,16.51,62.85,31.45,77.51,63.48,57.79,50.3,18.67,9.07,23.64,8.3,27.82,17.75
1982,9.02,13.71,16.51,73.15,25.01,82.83,65.98,53.8,43.76,11.47,18.13,7.04,20.98,24.25,14
1983.22,13.64,14.71,7.51,62.42,42.1,64.78,67.56,38.9,51.98,5.69,13.52,19.47,26.75,17.17,27.33
1984.43,9.53,2.41,5.98,64.09,31.26,35.12,58.01,44.19,53.73,7.43,13.52,12.43,28.75,7.28,24.96
1985.63,9.53,2.41,5.98,52.93,46.17,10.96,44.77,54.79,70.78,7.43,0,12.43,15.15,7.28,29.44
1986.84,0,0,0,41.55,37.13,3.1,35.61,50.81,60.26,4.5,0,7.03,3.48,3.04,10.01
1988.05,0,1.24,0,40.75,41.48,6.65,39.99,59.03,57.27,0,2.8,7.03,1.47,0,11.32
1989.25,0,1.24,0,17.86,38.12,6.65,43.13,43.33,46.7,0,2.8,7.03,1.47,0,3.61
1990.46,0,5.85,2.84,31.15,40.71,3.89,49.01,55.39,51.22,3.82,4.9,3.95,3.81,8.22,12.18
1991.66,0,4.62,2.84,13.29,32.37,0,39.1,31.57,56.27,3.82,2.1,3.95,3.81,8.22,11.95
1992.87,0,4.62,2.84,38.35,20.82,18.88,36.83,41.8,56.3,10.84,2.1,9.65,3.81,20.79,11.95
1994.07,0,0,0,25.06,8.27,23.73,16.54,27.45,32.83,7.02,0,5.69,0,12.57,1.08
1995.27,0,0,0,25.06,2.96,23.73,30.89,36.38,28.15,7.31,0,5.69,0,12.57,0
1996.47,0,0,0,0,3.58,4.85,36.11,31.09,12.99,0.28,0,0,0,0,0
1997.67,0,0,0,0,0.62,0,38.97,32.33,31.61,0.28,0,0,0,0,0
1998.86,0,0,0,0,0.62,0,33.81,52.33,32.75,0,0,0.93,0,0,0
2000.06,0,0,0,0,0,0,32.29,45.63,46.52,0,0,0.93,0,0,0
2001.26,0,0,0,0,0,0,60.09,54.25,50.28,0,0,4.76,0,0,0
2002.45,0,0,0,0,0,0,44.62,25.33,41.67,0,0,3.83,0,0,0
2003.65,0,0,0,0,0,0,35.25,26.12,30.94,0,0,3.83,0,0,0
2004.84,0,0,0,0,0,0,11.09,6.47,11.73,0,0,0,0,0,0
2006.03,0,0,0,0,0,0,25.49,14.94,9.18,0,0,0,0,0,0
2007.22,0,0,0,0,0,0,25.28,11.88,4.22,0,0,0,0,0,0
2008.41,0,0,0,0,0,0,13.17,10.23,0,0,0,0,0,0,0
